Ticket_ID,Customer_Name,Customer_Age,Customer_Gender,Product_Purchased,Date,Ticket_Type,Ticket_Subject,Ticket_Status,Priority,Channel,First_Response_Time,Time_to_Resolution,Customer_Satisfaction_Rating,Category,Resolution_Duration,Priority_Score,Cluster_Name,Cluster_ID,Country,Latitude,Longitude,SLA_Breach,Efficiency_Score
3894,Charles Jordan,68,Male,Samsung Soundbar,2021-11-03,Refund request,Product recommendation,Closed,Critical,Email,2023-06-01 12:04:05,2023-06-01 11:59:05,4.0,Other,11.98472222222222,4,Fast & Satisfied,1,India,20.5937,78.9629,False,0.3337582570402133
3896,Stephanie Chavez,49,Other,Nintendo Switch,2021-08-13,Product inquiry,Cancellation request,Closed,High,Email,2023-06-01 07:37:07,2023-05-31 23:23:07,4.0,Feature Request,23.38527777777778,3,Fast & Satisfied,1,USA,37.0902,-95.7129,True,0.1282858398565099
3898,Shannon Walsh,63,Other,Asus ROG,2020-06-10,Technical issue,Product compatibility,Closed,Medium,Social media,2023-06-01 10:42:11,2023-06-01 05:05:11,1.0,Other,5.086388888888889,2,Standard Service,3,Canada,56.1304,-106.3468,False,0.3932062694555185
3904,George Neal,70,Female,Canon DSLR Camera,2021-11-29,Technical issue,Delivery problem,Closed,Critical,Email,2023-06-01 12:34:19,2023-06-01 10:22:19,1.0,Order & Delivery,10.37194444444444,4,High Priority Issues,2,India,20.5937,78.9629,False,0.38565574868100394
3906,Jessica May,39,Female,Canon EOS,2021-01-17,Product inquiry,Cancellation request,Closed,Critical,Email,2023-06-01 18:15:23,2023-06-01 02:59:23,4.0,Feature Request,2.989722222222222,4,Fast & Satisfied,1,USA,37.0902,-95.7129,False,1.3379169376567872
3907,Dawn Walls,68,Other,LG OLED,2020-01-31,Technical issue,Product compatibility,Closed,Critical,Social media,2023-06-01 10:13:23,2023-06-01 18:03:23,5.0,Other,18.05638888888889,4,Fast & Satisfied,1,Canada,56.1304,-106.3468,True,0.22152823715828499
3909,Austin Decker,61,Male,Google Pixel,2021-03-11,Technical issue,Data loss,Closed,High,Social media,2023-06-01 02:38:25,2023-06-01 07:43:25,1.0,Other,7.723611111111111,3,High Priority Issues,2,Germany,51.1657,10.4515,False,0.3884193490379428
3910,Cassandra Walker,59,Male,Nikon D,2021-08-26,Refund request,Installation support,Closed,High,Social media,2023-06-01 22:15:26,2023-06-01 19:35:26,1.0,Other,19.59055555555556,3,High Priority Issues,2,Canada,56.1304,-106.3468,True,0.15313501403737625
3911,Kimberly Doyle,18,Male,Sony 4K HDR TV,2021-02-09,Billing inquiry,Refund request,Closed,Critical,Chat,2023-06-01 05:36:27,2023-06-01 01:20:27,5.0,Billing,1.340833333333333,4,Fast & Satisfied,1,India,20.5937,78.9629,False,2.9832193909260414
3913,Abigail Lee,60,Female,Amazon Kindle,2020-01-30,Product inquiry,Product compatibility,Closed,High,Email,2023-06-01 18:52:30,2023-06-01 20:24:30,5.0,Other,20.40833333333333,3,Fast & Satisfied,1,Germany,51.1657,10.4515,True,0.14699877501020825
3914,Timothy Arellano,36,Female,GoPro Hero,2021-03-31,Technical issue,Network problem,Closed,High,Social media,2023-06-01 01:58:31,2023-06-01 08:58:31,3.0,Other,8.975277777777778,3,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.3342514932994955
3917,Vickie Day,65,Other,Roomba Robot Vacuum,2020-07-31,Technical issue,Refund request,Closed,Critical,Email,2023-06-01 05:40:35,2023-06-01 14:36:35,4.0,Billing,14.60972222222222,4,Fast & Satisfied,1,Germany,51.1657,10.4515,False,0.2737902842475521
3918,Ashley Nicholson DVM,18,Male,Garmin Forerunner,2020-02-10,Refund request,Installation support,Closed,Medium,Chat,2023-06-01 11:14:36,2023-06-01 03:07:36,1.0,Other,3.126666666666666,2,Standard Service,3,USA,37.0902,-95.7129,False,0.6396588486140726
3920,James Wilson,48,Male,Nikon D,2020-09-25,Billing inquiry,Cancellation request,Closed,Medium,Phone,2023-06-01 16:58:39,2023-06-01 06:18:39,3.0,Feature Request,6.310833333333333,2,Standard Service,3,USA,37.0902,-95.7129,False,0.3169153571900172
3927,Ethan Ball,20,Other,Nest Thermostat,2020-08-15,Technical issue,Peripheral compatibility,Closed,Critical,Social media,2023-06-01 05:47:48,2023-06-01 11:36:48,3.0,Other,11.61333333333333,4,High Priority Issues,2,Germany,51.1657,10.4515,False,0.3444316877152699
3932,Amy Bradley,60,Male,Apple AirPods,2021-08-14,Technical issue,Display issue,Closed,High,Phone,2023-06-01 07:11:56,2023-06-01 11:11:56,5.0,Technical Issue,11.19888888888889,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.26788371862287924
3938,William Jones IV,41,Other,LG OLED,2020-10-03,Product inquiry,Refund request,Closed,Medium,Chat,2023-06-01 14:18:05,2023-06-01 07:14:05,2.0,Billing,7.234722222222222,2,Standard Service,3,USA,37.0902,-95.7129,False,0.2764446150892686
3940,Michael Woodard,50,Other,Sony Xperia,2020-06-08,Refund request,Product recommendation,Closed,Critical,Chat,2023-06-01 10:21:07,2023-06-01 13:49:07,4.0,Other,13.81861111111111,4,Fast & Satisfied,1,UK,55.3781,-3.436,False,0.28946469133817115
3942,Andrew Blevins,59,Male,Samsung Soundbar,2021-04-13,Technical issue,Hardware issue,Closed,High,Email,2023-06-01 07:08:10,2023-06-01 14:17:10,4.0,Technical Issue,14.28611111111111,3,Fast & Satisfied,1,Germany,51.1657,10.4515,False,0.20999416682869923
3944,Amanda Suarez,65,Male,Sony Xperia,2020-03-14,Refund request,Network problem,Closed,High,Social media,2023-06-01 04:24:13,2023-06-01 21:39:13,4.0,Other,21.65361111111111,3,Fast & Satisfied,1,India,20.5937,78.9629,True,0.1385450207176119
3945,Sarah Jennings,41,Male,Google Pixel,2020-05-23,Cancellation request,Battery life,Closed,Critical,Social media,2023-06-01 23:08:15,2023-06-01 04:14:15,5.0,Other,4.2375,4,Fast & Satisfied,1,UK,55.3781,-3.436,False,0.943952802359882
3946,Jaime Jones,44,Male,Amazon Echo,2020-03-26,Product inquiry,Display issue,Closed,High,Phone,2023-06-01 03:33:17,2023-06-01 16:18:17,3.0,Technical Issue,16.30472222222222,3,High Priority Issues,2,UK,55.3781,-3.436,False,0.18399577491183536
3947,Patricia King,54,Female,Sony PlayStation,2021-06-02,Billing inquiry,Product compatibility,Closed,High,Social media,2023-06-01 06:39:19,2023-06-01 09:28:19,5.0,Other,9.471944444444444,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.31672483064019474
3949,Andrew Williams,20,Female,Dyson Vacuum Cleaner,2021-07-24,Refund request,Software bug,Closed,High,Email,2023-06-01 17:07:22,2023-06-01 07:07:22,4.0,Technical Issue,7.122777777777777,3,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.4211839950081897
3951,William Smith,52,Other,Dell XPS,2021-01-26,Technical issue,Hardware issue,Closed,Medium,Phone,2023-06-01 09:33:25,2023-06-01 16:38:25,4.0,Technical Issue,16.64027777777778,2,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.12019030131040813
3955,Ryan Smith,58,Male,Sony Xperia,2021-09-07,Refund request,Payment issue,Closed,High,Social media,2023-06-01 01:30:30,2023-06-01 03:30:30,2.0,Billing,3.508333333333333,3,High Priority Issues,2,India,20.5937,78.9629,False,0.8551068883610452
3958,Corey Gates,44,Male,Google Pixel,2020-11-26,Refund request,Peripheral compatibility,Closed,High,Email,2023-06-01 11:18:35,2023-06-01 03:58:35,1.0,Other,3.976388888888889,3,High Priority Issues,2,UK,55.3781,-3.436,False,0.7544533705902898
3961,Jacob Bailey,61,Male,Microsoft Surface,2021-09-01,Cancellation request,Display issue,Closed,Critical,Social media,2023-06-01 13:58:41,2023-06-01 22:18:41,2.0,Technical Issue,22.31138888888889,4,High Priority Issues,2,Canada,56.1304,-106.3468,True,0.17928063644625938
3966,Jessica Cross,46,Other,Autodesk AutoCAD,2021-04-09,Refund request,Payment issue,Closed,High,Phone,2023-05-31 23:36:49,2023-06-01 02:00:49,5.0,Billing,2.013611111111111,3,Fast & Satisfied,1,India,20.5937,78.9629,False,1.4898606704373019
3967,David Watson,55,Male,MacBook Pro,2020-07-05,Refund request,Product compatibility,Closed,Critical,Phone,2023-05-31 23:49:50,2023-06-01 13:08:50,2.0,Other,13.14722222222222,4,High Priority Issues,2,UK,55.3781,-3.436,False,0.30424677794210864
3968,Jessica Weaver,56,Other,Nikon D,2021-01-07,Product inquiry,Product setup,Closed,Medium,Chat,2023-06-01 05:44:52,2023-06-01 04:15:52,3.0,Other,4.264444444444444,2,Standard Service,3,India,20.5937,78.9629,False,0.4689942678478375
3969,Hector Garcia,56,Female,HP Pavilion,2020-10-20,Technical issue,Network problem,Closed,Medium,Email,2023-06-01 13:50:52,2023-06-01 12:34:52,2.0,Other,12.58111111111111,2,Standard Service,3,India,20.5937,78.9629,False,0.15896847125320146
3970,Amy Reynolds,44,Female,Microsoft Xbox Controller,2020-09-08,Cancellation request,Data loss,Closed,Critical,Chat,2023-06-01 13:35:54,2023-06-01 18:41:54,1.0,Other,18.69833333333333,4,High Priority Issues,2,Germany,51.1657,10.4515,True,0.21392280951956505
3976,Zachary Brown,45,Other,Amazon Echo,2020-10-21,Billing inquiry,Product compatibility,Closed,Medium,Social media,2023-06-01 14:44:01,2023-06-01 10:19:01,2.0,Other,10.31694444444445,2,Standard Service,3,Germany,51.1657,10.4515,False,0.19385584663848565
3977,Karen Montoya,45,Other,Fitbit Versa Smartwatch,2021-11-13,Refund request,Product recommendation,Closed,Medium,Phone,2023-06-01 12:22:02,2023-06-01 14:25:02,2.0,Other,14.41722222222222,2,Standard Service,3,UK,55.3781,-3.436,False,0.13872297791992605
3980,Mr. Jacob Mendoza,27,Male,Microsoft Office,2020-05-10,Refund request,Product setup,Closed,High,Social media,2023-06-01 07:52:06,2023-06-01 02:35:06,3.0,Other,2.585,3,High Priority Issues,2,UK,55.3781,-3.436,False,1.1605415860735009
3981,Daniel Brock,44,Other,Sony Xperia,2021-12-13,Cancellation request,Hardware issue,Closed,High,Chat,2023-06-01 01:25:08,2023-06-01 19:25:08,3.0,Technical Issue,19.41888888888889,3,High Priority Issues,2,India,20.5937,78.9629,True,0.15448875665159922
3985,Mr. Ernest Gonzalez,57,Male,Garmin Forerunner,2021-08-20,Product inquiry,Refund request,Closed,Critical,Email,2023-06-01 06:10:14,2023-06-01 16:58:14,4.0,Billing,16.97055555555556,4,Fast & Satisfied,1,India,20.5937,78.9629,False,0.2357023602972468
3988,Robert Carter,25,Female,GoPro Hero,2021-07-19,Refund request,Cancellation request,Closed,Critical,Social media,2023-06-01 08:46:19,2023-06-01 07:09:19,5.0,Feature Request,7.155277777777778,4,Fast & Satisfied,1,Germany,51.1657,10.4515,False,0.5590279125742459
3992,Dana Hill,45,Male,Microsoft Surface,2021-08-01,Billing inquiry,Product recommendation,Closed,Low,Social media,2023-06-01 08:05:25,2023-06-01 00:43:25,1.0,Other,0.7236111111111111,1,Standard Service,3,UK,55.3781,-3.436,False,1.381957773512476
3993,Mary Ward,42,Male,LG OLED,2020-01-07,Technical issue,Network problem,Closed,Critical,Phone,2023-06-01 17:55:27,2023-06-01 01:27:27,1.0,Other,1.4575,4,High Priority Issues,2,India,20.5937,78.9629,False,2.7444253859348198
3996,Leah Woods,33,Male,GoPro Hero,2021-05-21,Billing inquiry,Display issue,Closed,Critical,Chat,2023-06-01 21:29:31,2023-06-01 14:07:31,4.0,Technical Issue,14.12527777777778,4,Fast & Satisfied,1,Germany,51.1657,10.4515,False,0.28318027177439964
3997,Douglas West,43,Female,LG OLED,2021-07-20,Product inquiry,Delivery problem,Closed,Critical,Chat,2023-06-01 10:21:33,2023-06-01 20:26:33,5.0,Order & Delivery,20.4425,4,Fast & Satisfied,1,UK,55.3781,-3.436,True,0.19567078390607803
3999,Brian Cook,45,Other,Canon EOS,2021-09-01,Cancellation request,Delivery problem,Closed,High,Chat,2023-06-01 21:13:36,2023-05-31 23:27:36,5.0,Order & Delivery,23.46,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,True,0.1278772378516624
4001,Riley Reed,56,Female,Amazon Kindle,2021-05-08,Refund request,Data loss,Closed,Medium,Chat,2023-06-01 12:54:39,2023-06-01 05:20:39,4.0,Other,5.344166666666666,2,Fast & Satisfied,1,Germany,51.1657,10.4515,False,0.3742398253547482
4003,Melinda Davis,39,Other,GoPro Action Camera,2021-11-27,Refund request,Product recommendation,Closed,Medium,Phone,2023-06-01 02:38:41,2023-06-01 11:19:41,5.0,Other,11.32805555555556,2,Fast & Satisfied,1,UK,55.3781,-3.436,False,0.17655280645398586
4005,Sara Patterson,29,Female,Samsung Soundbar,2020-01-29,Technical issue,Product recommendation,Closed,Critical,Email,2023-06-01 15:48:43,2023-06-01 01:27:43,2.0,Other,1.461944444444444,4,High Priority Issues,2,USA,37.0902,-95.7129,False,2.7360820824624748
4006,Karen Burke,55,Female,Autodesk AutoCAD,2021-07-22,Product inquiry,Delivery problem,Closed,Low,Phone,2023-06-01 21:56:45,2023-06-01 18:22:45,3.0,Order & Delivery,18.37916666666667,1,Standard Service,3,Germany,51.1657,10.4515,True,0.05440943096803445
4012,Michael Flynn,18,Other,iPhone,2021-03-02,Billing inquiry,Payment issue,Closed,High,Phone,2023-06-01 06:32:52,2023-06-01 07:53:52,1.0,Billing,7.897777777777778,3,High Priority Issues,2,Germany,51.1657,10.4515,False,0.3798536859876196
4014,Roy Ochoa,58,Other,Asus ROG,2021-09-05,Cancellation request,Account access,Closed,Critical,Chat,2023-06-01 12:30:54,2023-05-31 23:38:54,2.0,Authentication,23.64833333333333,4,High Priority Issues,2,UK,55.3781,-3.436,True,0.16914511241102265
4015,Amy Riley,21,Male,Autodesk AutoCAD,2021-07-02,Technical issue,Delivery problem,Closed,Medium,Email,2023-06-01 13:26:55,2023-06-01 06:36:55,5.0,Order & Delivery,6.615277777777778,2,Fast & Satisfied,1,Germany,51.1657,10.4515,False,0.3023304639932815
4017,Sarah Flores,36,Other,iPhone,2021-02-05,Billing inquiry,Cancellation request,Closed,Low,Chat,2023-06-01 03:41:58,2023-06-01 11:19:58,3.0,Feature Request,11.33277777777778,1,Standard Service,3,Germany,51.1657,10.4515,False,0.08823961958919553
4020,Michelle Beasley,67,Male,PlayStation,2020-08-03,Product inquiry,Product recommendation,Closed,High,Social media,2023-06-01 16:38:02,2023-06-01 22:46:02,3.0,Other,22.76722222222222,3,High Priority Issues,2,India,20.5937,78.9629,True,0.13176838046899783
4023,Margaret Banks,44,Other,Sony Xperia,2021-05-16,Cancellation request,Software bug,Closed,Critical,Chat,2023-06-01 14:07:06,2023-06-01 07:29:06,4.0,Technical Issue,7.485,4,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.5344021376085504
4025,Patrick Rhodes,64,Male,Asus ROG,2021-11-28,Cancellation request,Data loss,Closed,Low,Phone,2023-06-01 00:10:09,2023-06-01 09:04:09,5.0,Other,9.069166666666666,1,Fast & Satisfied,1,UK,55.3781,-3.436,False,0.11026371404943491
4033,Evelyn Macias,30,Other,Microsoft Office,2021-07-23,Product inquiry,Refund request,Closed,High,Social media,2023-06-01 21:31:19,2023-06-01 14:29:19,2.0,Billing,14.48861111111111,3,High Priority Issues,2,India,20.5937,78.9629,False,0.20705918441687918
4036,Sara Peterson,61,Male,Lenovo ThinkPad,2020-02-29,Technical issue,Payment issue,Closed,Medium,Email,2023-06-01 13:39:24,2023-06-01 00:33:24,5.0,Billing,0.5566666666666666,2,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,3.5928143712574854
4039,James Martinez,63,Male,LG Washing Machine,2020-10-09,Technical issue,Network problem,Closed,High,Phone,2023-06-01 21:04:30,2023-06-01 06:57:30,3.0,Other,6.958333333333333,3,High Priority Issues,2,USA,37.0902,-95.7129,False,0.4311377245508982
4040,Heather Edwards,64,Other,Nintendo Switch,2020-02-09,Technical issue,Network problem,Closed,Medium,Social media,2023-06-01 08:13:31,2023-06-01 10:12:31,1.0,Other,10.20861111111111,2,Standard Service,3,Germany,51.1657,10.4515,False,0.19591303637996246
4042,Michael Quinn,51,Female,Dell XPS,2020-12-24,Technical issue,Account access,Closed,Critical,Phone,2023-06-01 16:51:33,2023-06-01 17:22:33,5.0,Authentication,17.37583333333333,4,Fast & Satisfied,1,India,20.5937,78.9629,False,0.23020478634118274
4043,Eric Stone,47,Female,Autodesk AutoCAD,2020-01-29,Billing inquiry,Hardware issue,Closed,High,Phone,2023-06-01 19:14:35,2023-06-01 21:22:35,2.0,Technical Issue,21.37638888888889,3,High Priority Issues,2,Germany,51.1657,10.4515,True,0.1403417581703593
4044,Dr. Michael Turner,61,Other,Autodesk AutoCAD,2021-08-23,Technical issue,Peripheral compatibility,Closed,Critical,Chat,2023-06-01 13:08:36,2023-06-01 20:25:36,5.0,Other,20.42666666666667,4,Fast & Satisfied,1,India,20.5937,78.9629,True,0.19582245430809397
4048,Michael Collier,19,Other,Canon EOS,2021-01-06,Technical issue,Installation support,Closed,Critical,Chat,2023-06-01 03:00:42,2023-06-01 04:08:42,4.0,Other,4.145,4,Fast & Satisfied,1,UK,55.3781,-3.436,False,0.9650180940892643
4049,Julie Leblanc,35,Female,Nikon D,2021-01-09,Technical issue,Software bug,Closed,Medium,Social media,2023-06-01 17:16:42,2023-06-01 14:13:42,1.0,Technical Issue,14.22833333333333,2,Standard Service,3,Germany,51.1657,10.4515,False,0.14056460114794428
4059,Brandon Costa,27,Male,Nikon D,2021-03-04,Billing inquiry,Account access,Closed,Medium,Email,2023-06-01 15:59:55,2023-06-01 20:11:55,4.0,Authentication,20.19861111111111,2,Fast & Satisfied,1,USA,37.0902,-95.7129,True,0.09901670906965551
4061,Michael Sparks,59,Male,Garmin Forerunner,2021-02-03,Billing inquiry,Product setup,Closed,Low,Phone,2023-06-01 21:02:56,2023-06-01 13:35:56,2.0,Other,13.59888888888889,1,Standard Service,3,Canada,56.1304,-106.3468,False,0.0735354195604216
4062,Chase Logan DDS,56,Female,Fitbit Versa Smartwatch,2020-03-02,Billing inquiry,Peripheral compatibility,Closed,Low,Chat,2023-06-01 18:52:57,2023-06-01 13:21:57,5.0,Other,13.36583333333333,1,Fast & Satisfied,1,UK,55.3781,-3.436,False,0.07481763202194652
4064,James Rhodes,38,Other,Bose SoundLink Speaker,2021-12-27,Product inquiry,Product recommendation,Closed,High,Chat,2023-06-01 09:18:59,2023-06-01 18:31:59,2.0,Other,18.53305555555556,3,High Priority Issues,2,India,20.5937,78.9629,True,0.1618729297501461
4065,Sharon Ruiz,61,Female,LG OLED,2021-05-20,Cancellation request,Display issue,Closed,High,Chat,2023-06-01 08:17:00,2023-06-01 05:27:00,2.0,Technical Issue,5.45,3,High Priority Issues,2,UK,55.3781,-3.436,False,0.5504587155963303
4067,Heather Estrada,20,Female,Dell XPS,2020-01-21,Product inquiry,Product compatibility,Closed,High,Phone,2023-06-01 14:50:03,2023-06-01 19:55:03,5.0,Other,19.9175,3,Fast & Satisfied,1,India,20.5937,78.9629,True,0.15062131291577757
4069,Jordan Hopkins,47,Other,Microsoft Xbox Controller,2021-06-13,Cancellation request,Account access,Closed,Low,Social media,2023-06-01 12:31:06,2023-06-01 20:03:06,5.0,Authentication,20.05166666666667,1,Fast & Satisfied,1,UK,55.3781,-3.436,True,0.0498711661541019
4070,Julia Allen,34,Male,Philips Hue Lights,2020-04-05,Product inquiry,Product setup,Closed,Critical,Email,2023-06-01 12:01:08,2023-06-01 04:18:08,1.0,Other,4.302222222222222,4,High Priority Issues,2,India,20.5937,78.9629,False,0.9297520661157025
4075,Nicholas Stanton,70,Male,Philips Hue Lights,2020-11-12,Product inquiry,Battery life,Closed,High,Email,2023-06-01 18:18:16,2023-06-01 21:46:16,4.0,Other,21.77111111111111,3,Fast & Satisfied,1,India,20.5937,78.9629,True,0.13779728488312748
4078,Walter Thornton,53,Other,Amazon Kindle,2020-12-25,Billing inquiry,Product compatibility,Closed,Critical,Email,2023-06-01 15:07:19,2023-06-01 03:56:19,2.0,Other,3.938611111111111,4,High Priority Issues,2,India,20.5937,78.9629,False,1.0155864306368574
4080,Grace Taylor,22,Other,Sony 4K HDR TV,2021-11-03,Cancellation request,Network problem,Closed,High,Social media,2023-06-01 02:46:22,2023-06-01 03:06:22,2.0,Other,3.106111111111111,3,High Priority Issues,2,UK,55.3781,-3.436,False,0.965837953854409
4081,Crystal Reeves,47,Male,Samsung Soundbar,2021-11-02,Billing inquiry,Payment issue,Closed,High,Chat,2023-06-01 15:32:23,2023-06-01 05:04:23,3.0,Billing,5.073055555555555,3,High Priority Issues,2,India,20.5937,78.9629,False,0.5913595794776324
4090,Debra Murray,53,Male,Autodesk AutoCAD,2020-02-15,Cancellation request,Product recommendation,Closed,Critical,Phone,2023-06-01 06:38:35,2023-06-01 11:50:35,2.0,Other,11.84305555555556,4,High Priority Issues,2,USA,37.0902,-95.7129,False,0.3377506743286031
4092,Dominique Hodge,54,Female,Garmin Forerunner,2021-10-28,Cancellation request,Data loss,Closed,High,Phone,2023-06-01 11:34:37,2023-06-01 13:14:37,5.0,Other,13.24361111111111,3,Fast & Satisfied,1,UK,55.3781,-3.436,False,0.22652431990267846
4103,Sheila Pacheco,24,Female,GoPro Hero,2020-12-16,Refund request,Data loss,Closed,Critical,Social media,2023-06-01 00:20:54,2023-06-01 13:26:54,5.0,Other,13.44833333333333,4,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.2974346263477507
4111,Alyssa Baxter,60,Male,Sony 4K HDR TV,2020-06-04,Product inquiry,Network problem,Closed,Critical,Email,2023-06-01 05:40:06,2023-05-31 23:26:06,4.0,Other,23.435,4,Fast & Satisfied,1,Canada,56.1304,-106.3468,True,0.17068487305312569
4112,Jose Jones,56,Other,Canon DSLR Camera,2021-08-20,Product inquiry,Data loss,Closed,Low,Social media,2023-06-01 12:46:08,2023-06-01 05:32:08,1.0,Other,5.535555555555556,1,Standard Service,3,Germany,51.1657,10.4515,False,0.1806503412284223
4120,Miguel Hammond,41,Male,Sony PlayStation,2020-02-17,Product inquiry,Display issue,Closed,High,Phone,2023-06-01 17:30:18,2023-05-31 23:31:18,5.0,Technical Issue,23.52166666666667,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,True,0.12754198256926239
4121,Shawn Stewart,26,Other,PlayStation,2020-01-14,Cancellation request,Peripheral compatibility,Closed,High,Social media,2023-06-01 00:55:20,2023-06-01 15:44:20,4.0,Other,15.73888888888889,3,Fast & Satisfied,1,India,20.5937,78.9629,False,0.19061066007765617
4123,Kimberly Perkins,51,Other,Lenovo ThinkPad,2021-11-17,Refund request,Refund request,Closed,High,Email,2023-06-01 03:40:23,2023-06-01 03:56:23,2.0,Billing,3.939722222222222,3,High Priority Issues,2,USA,37.0902,-95.7129,False,0.7614750052880209
4124,Kimberly Richards,46,Other,Sony Xperia,2021-08-12,Cancellation request,Peripheral compatibility,Closed,Critical,Chat,2023-06-01 01:29:24,2023-06-01 15:25:24,4.0,Other,15.42333333333333,4,Fast & Satisfied,1,Germany,51.1657,10.4515,False,0.2593473092716664
4127,Ryan Kelly,56,Other,Samsung Soundbar,2020-07-21,Billing inquiry,Installation support,Closed,Medium,Social media,2023-06-01 15:46:29,2023-05-31 23:24:29,3.0,Other,23.40805555555556,2,Standard Service,3,Germany,51.1657,10.4515,True,0.08544067213328743
4129,Larry Rivera,38,Female,Lenovo ThinkPad,2021-06-03,Cancellation request,Hardware issue,Closed,Low,Phone,2023-06-01 06:04:31,2023-06-01 11:08:31,2.0,Technical Issue,11.14194444444444,1,Standard Service,3,Germany,51.1657,10.4515,False,0.08975094113834113
4131,Terry Kelley,70,Other,PlayStation,2020-06-25,Cancellation request,Data loss,Closed,Critical,Chat,2023-06-01 17:54:35,2023-06-01 01:47:35,3.0,Other,1.793055555555556,4,High Priority Issues,2,Germany,51.1657,10.4515,False,2.2308288148721913
4132,Courtney Jones,41,Other,Sony PlayStation,2021-12-18,Cancellation request,Cancellation request,Closed,Medium,Email,2023-06-01 07:55:37,2023-06-01 00:01:37,4.0,Feature Request,0.02694444444444444,2,Fast & Satisfied,1,UK,55.3781,-3.436,False,74.22680412371135
4134,Mark King,24,Female,Dyson Vacuum Cleaner,2020-05-01,Cancellation request,Product compatibility,Closed,High,Chat,2023-06-01 15:41:41,2023-06-01 18:16:41,4.0,Other,18.27805555555556,3,Fast & Satisfied,1,Germany,51.1657,10.4515,True,0.16413124420601505
4135,Carl Mitchell,59,Other,Xbox,2020-07-30,Technical issue,Product compatibility,Closed,High,Phone,2023-06-01 15:21:42,2023-06-01 23:07:42,4.0,Other,23.12833333333333,3,Fast & Satisfied,1,India,20.5937,78.9629,True,0.12971103264394324
4137,Nicole Mckenzie,57,Female,Microsoft Office,2020-04-15,Billing inquiry,Network problem,Closed,High,Chat,2023-06-01 18:15:45,2023-06-01 04:32:45,5.0,Other,4.545833333333333,3,Fast & Satisfied,1,India,20.5937,78.9629,False,0.6599450045829515
4146,Clarence David,48,Other,Nest Thermostat,2021-05-04,Technical issue,Battery life,Closed,Critical,Phone,2023-06-01 04:07:58,2023-06-01 17:02:58,1.0,Other,17.04944444444444,4,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.23461175013848617
4148,James King,40,Male,Adobe Photoshop,2021-10-30,Product inquiry,Software bug,Closed,Medium,Phone,2023-06-01 10:47:01,2023-06-01 07:28:01,1.0,Technical Issue,7.466944444444445,2,Standard Service,3,India,20.5937,78.9629,False,0.26784717830437854
4149,James Martinez,61,Female,Microsoft Xbox Controller,2021-04-07,Billing inquiry,Refund request,Closed,Critical,Social media,2023-06-01 08:16:01,2023-06-01 07:40:01,2.0,Billing,7.666944444444445,4,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.5217202275279881
4151,Tyler Reed,69,Other,Xbox,2020-01-21,Refund request,Payment issue,Closed,Critical,Email,2023-06-01 19:40:05,2023-06-01 23:14:05,2.0,Billing,23.23472222222222,4,High Priority Issues,2,India,20.5937,78.9629,True,0.17215613605116864
4152,Sheila Leon,32,Female,Bose QuietComfort,2020-06-22,Technical issue,Peripheral compatibility,Closed,Low,Phone,2023-06-01 12:01:07,2023-06-01 20:29:07,4.0,Other,20.48527777777778,1,Fast & Satisfied,1,Germany,51.1657,10.4515,True,0.04881554503912022
4153,Leah Williams,39,Female,Bose SoundLink Speaker,2020-10-20,Cancellation request,Product setup,Closed,High,Email,2023-06-01 13:35:07,2023-06-01 09:18:07,1.0,Other,9.301944444444445,3,High Priority Issues,2,USA,37.0902,-95.7129,False,0.32251321408307704
4163,Laura Jackson,36,Male,Canon DSLR Camera,2021-09-19,Product inquiry,Delivery problem,Closed,Critical,Email,2023-06-01 19:02:23,2023-06-01 13:40:23,1.0,Order & Delivery,13.67305555555556,4,High Priority Issues,2,UK,55.3781,-3.436,False,0.29254616744204937
4168,Toni Fernandez,62,Male,Nintendo Switch,2021-05-11,Billing inquiry,Product recommendation,Closed,Critical,Email,2023-06-01 03:51:31,2023-06-01 12:51:31,2.0,Other,12.85861111111111,4,High Priority Issues,2,Germany,51.1657,10.4515,False,0.3110755870471582
4170,Dominique Gibson,25,Other,Canon EOS,2021-08-12,Refund request,Cancellation request,Closed,Medium,Chat,2023-06-01 05:34:35,2023-06-01 01:53:35,5.0,Feature Request,1.893055555555555,2,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,1.0564930300807047
4179,Kathryn Baker,27,Female,GoPro Action Camera,2020-12-18,Product inquiry,Product setup,Closed,Low,Chat,2023-06-01 11:10:48,2023-06-01 19:20:48,4.0,Other,19.34666666666667,1,Fast & Satisfied,1,UK,55.3781,-3.436,True,0.05168849069607166
