Ticket ID,Customer Name,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,Customer Satisfaction Rating,First_Response_Minutes,First_Response_Date,Average_First_Response_Minutes,Priority_Avg_Response,Location,Latitude,Longitude
4775,Gabriel Carlson,24,Male,Microsoft Office,2021-04-13,Cancellation request,Software bug,Closed,Medium,Email,5.0,23,2023-06-01,30,20,USA,37.0902,-95.7129
4776,Caitlin Holder,30,Female,Amazon Kindle,2021-09-05,Billing inquiry,Payment issue,Pending Customer Response,Low,Chat,0.0,31,2023-06-01,30,20,UK,55.3781,-3.436
4778,Charles Gonzalez,61,Other,Nest Thermostat,2020-09-19,Technical issue,Installation support,Closed,High,Phone,5.0,11,2023-06-01,30,20,India,20.5937,78.9629
4779,Adam Johnson,48,Male,HP Pavilion,2021-07-16,Technical issue,Product recommendation,Closed,Critical,Chat,1.0,32,2023-06-01,30,20,UK,55.3781,-3.436
4780,Claire Long MD,59,Other,Fitbit Charge,2021-12-06,Cancellation request,Battery life,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4781,Megan Allen,38,Female,LG Smart TV,2021-03-30,Technical issue,Installation support,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
4783,Eddie Dixon,27,Male,Amazon Echo,2021-05-26,Technical issue,Data loss,Open,Medium,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4784,Courtney Adams,28,Female,Nest Thermostat,2020-08-13,Refund request,Cancellation request,Closed,High,Chat,3.0,59,2023-06-01,30,20,UK,55.3781,-3.436
4785,Kevin Harris,70,Other,Nest Thermostat,2020-11-18,Technical issue,Product setup,Pending Customer Response,Medium,Email,0.0,1,2023-06-01,30,20,USA,37.0902,-95.7129
4788,Cheryl Johnson,37,Other,Sony 4K HDR TV,2021-03-30,Refund request,Account access,Open,Medium,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4789,Brittany Yates,23,Male,Microsoft Xbox Controller,2021-04-05,Product inquiry,Peripheral compatibility,Pending Customer Response,Medium,Phone,0.0,50,2023-06-01,30,20,India,20.5937,78.9629
4790,Jennifer Flowers,37,Other,Nest Thermostat,2021-10-23,Billing inquiry,Software bug,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4791,Derek Cohen,28,Other,Fitbit Charge,2021-03-31,Refund request,Delivery problem,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4792,Catherine Ellis,40,Female,PlayStation,2021-06-14,Technical issue,Product setup,Pending Customer Response,Critical,Phone,0.0,1,2023-06-01,30,20,India,20.5937,78.9629
4793,Malik Montgomery,69,Male,Nintendo Switch,2020-03-02,Technical issue,Network problem,Pending Customer Response,Medium,Phone,0.0,52,2023-06-01,30,20,India,20.5937,78.9629
4794,Sharon Bailey,21,Other,Bose QuietComfort,2021-12-10,Technical issue,Battery life,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4796,Logan Myers,50,Male,Bose SoundLink Speaker,2021-03-31,Refund request,Refund request,Open,High,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4797,Michael Parker,48,Other,Canon EOS,2021-11-24,Billing inquiry,Payment issue,Pending Customer Response,Critical,Email,0.0,26,2023-06-01,30,20,USA,37.0902,-95.7129
4798,Stephanie Bowman,67,Other,Lenovo ThinkPad,2020-03-02,Billing inquiry,Payment issue,Pending Customer Response,High,Chat,0.0,12,2023-06-01,30,20,UK,55.3781,-3.436
4799,Nancy Stephens,48,Other,HP Pavilion,2020-07-17,Billing inquiry,Hardware issue,Pending Customer Response,High,Phone,0.0,47,2023-06-01,30,20,India,20.5937,78.9629
4800,Kenneth Henderson,61,Other,Apple AirPods,2021-11-25,Cancellation request,Battery life,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
4801,Lauren Davis,37,Other,Canon EOS,2020-11-11,Product inquiry,Payment issue,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4802,Joshua Meyers,24,Male,Samsung Galaxy,2020-04-19,Billing inquiry,Data loss,Open,High,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4803,Meghan Jones,38,Male,MacBook Pro,2021-06-05,Refund request,Network problem,Closed,Low,Chat,4.0,38,2023-06-01,30,20,UK,55.3781,-3.436
4804,Kristen Lopez,49,Female,HP Pavilion,2020-04-12,Technical issue,Payment issue,Open,Medium,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4805,Tiffany Nicholson,44,Other,HP Pavilion,2020-06-21,Cancellation request,Installation support,Closed,Medium,Email,4.0,8,2023-06-01,30,20,USA,37.0902,-95.7129
4806,Roy Williams,43,Male,HP Pavilion,2021-01-01,Billing inquiry,Data loss,Pending Customer Response,Critical,Email,0.0,1,2023-06-01,30,20,USA,37.0902,-95.7129
4807,Ronald Johnson,32,Male,GoPro Hero,2020-10-09,Product inquiry,Refund request,Open,Low,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4808,Megan Chavez,40,Female,Roomba Robot Vacuum,2020-06-13,Technical issue,Hardware issue,Open,Low,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4810,Michael Bennett,62,Other,LG Washing Machine,2021-04-16,Technical issue,Refund request,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4812,Dorothy Wilson,38,Male,Roomba Robot Vacuum,2021-01-15,Refund request,Installation support,Open,Low,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4814,Cody George,48,Male,HP Pavilion,2021-06-29,Billing inquiry,Cancellation request,Pending Customer Response,Low,Phone,0.0,32,2023-06-01,30,20,India,20.5937,78.9629
4815,Paul Hayes,19,Other,Dyson Vacuum Cleaner,2020-01-13,Product inquiry,Cancellation request,Pending Customer Response,High,Phone,0.0,32,2023-06-01,30,20,India,20.5937,78.9629
4816,George Baker,24,Male,Adobe Photoshop,2020-02-09,Refund request,Account access,Closed,High,Phone,1.0,7,2023-06-01,30,20,India,20.5937,78.9629
4817,Tara Williams,24,Female,Fitbit Charge,2020-04-04,Cancellation request,Payment issue,Closed,High,Email,2.0,16,2023-06-01,30,20,USA,37.0902,-95.7129
4819,Daniel Williams,39,Other,Amazon Echo,2020-01-28,Technical issue,Network problem,Open,Low,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4820,Lauren Williams,61,Other,HP Pavilion,2021-07-12,Billing inquiry,Battery life,Open,Medium,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4822,William Wood,49,Other,Amazon Kindle,2021-09-18,Refund request,Product recommendation,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
4823,Jordan Reed,25,Other,Dell XPS,2021-02-13,Cancellation request,Delivery problem,Pending Customer Response,Low,Phone,0.0,28,2023-06-01,30,20,India,20.5937,78.9629
4824,Mrs. Danielle Melton,20,Male,Autodesk AutoCAD,2021-05-15,Cancellation request,Software bug,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
4825,Curtis Huff,69,Other,Xbox,2021-06-10,Cancellation request,Product recommendation,Pending Customer Response,Medium,Email,0.0,55,2023-06-01,30,20,USA,37.0902,-95.7129
4826,Rachel Welch,52,Other,GoPro Action Camera,2020-12-18,Technical issue,Software bug,Closed,Medium,Phone,4.0,34,2023-06-01,30,20,India,20.5937,78.9629
4830,Jennifer Thomas,34,Male,Xbox,2021-07-10,Billing inquiry,Account access,Pending Customer Response,Low,Chat,0.0,20,2023-06-01,30,20,UK,55.3781,-3.436
4831,James Smith,69,Female,Roomba Robot Vacuum,2020-03-24,Refund request,Product setup,Pending Customer Response,High,Phone,0.0,60,2023-06-01,30,20,India,20.5937,78.9629
4832,Emily Campos,20,Other,Samsung Soundbar,2021-11-03,Cancellation request,Battery life,Closed,Low,Phone,2.0,11,2023-06-01,30,20,India,20.5937,78.9629
4833,Jerry Ruiz,40,Other,Fitbit Charge,2021-08-01,Product inquiry,Payment issue,Closed,High,Email,5.0,42,2023-05-31,30,20,USA,37.0902,-95.7129
4834,Rachel Brown,49,Female,Philips Hue Lights,2021-01-03,Product inquiry,Peripheral compatibility,Pending Customer Response,Medium,Email,0.0,27,2023-06-01,30,20,USA,37.0902,-95.7129
4835,Anna Barnes,67,Male,Bose QuietComfort,2021-05-05,Cancellation request,Payment issue,Closed,Low,Email,3.0,18,2023-06-01,30,20,USA,37.0902,-95.7129
4836,Jamie Cunningham,63,Male,Nintendo Switch Pro Controller,2021-04-09,Billing inquiry,Data loss,Pending Customer Response,Medium,Phone,0.0,57,2023-05-31,30,20,India,20.5937,78.9629
4837,Wendy Soto,26,Other,Fitbit Versa Smartwatch,2020-07-02,Billing inquiry,Product compatibility,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
4838,Nicholas Williams,25,Female,Philips Hue Lights,2021-08-18,Product inquiry,Product compatibility,Pending Customer Response,Low,Phone,0.0,11,2023-06-01,30,20,India,20.5937,78.9629
4839,Katherine Acosta,69,Other,LG Smart TV,2020-05-11,Technical issue,Payment issue,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4840,Susan Edwards,50,Male,Fitbit Charge,2021-02-28,Refund request,Installation support,Open,High,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4842,Brandon Young,59,Other,Bose SoundLink Speaker,2021-04-17,Cancellation request,Hardware issue,Closed,Critical,Phone,3.0,59,2023-06-01,30,20,India,20.5937,78.9629
4843,James Hughes,61,Female,GoPro Hero,2020-09-05,Product inquiry,Product compatibility,Closed,Low,Phone,4.0,49,2023-06-01,30,20,India,20.5937,78.9629
4844,Matthew Mitchell,26,Male,Dell XPS,2020-09-06,Product inquiry,Refund request,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4845,William Malone,55,Female,Roomba Robot Vacuum,2021-07-24,Billing inquiry,Data loss,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4846,Ronald Bell,62,Other,Microsoft Xbox Controller,2021-02-02,Billing inquiry,Battery life,Pending Customer Response,Critical,Email,0.0,50,2023-06-01,30,20,USA,37.0902,-95.7129
4849,Cathy Everett,30,Female,Philips Hue Lights,2020-03-06,Billing inquiry,Cancellation request,Open,High,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4850,Charles Burton,56,Other,LG OLED,2021-02-05,Product inquiry,Payment issue,Closed,Low,Chat,1.0,58,2023-06-01,30,20,UK,55.3781,-3.436
4851,Mr. Jeremy Wilson,49,Male,Canon EOS,2020-09-17,Cancellation request,Hardware issue,Pending Customer Response,Critical,Phone,0.0,19,2023-06-01,30,20,India,20.5937,78.9629
4852,Kristina Nelson,56,Male,Fitbit Versa Smartwatch,2021-04-04,Refund request,Software bug,Pending Customer Response,Low,Email,0.0,27,2023-06-01,30,20,USA,37.0902,-95.7129
4853,Charles Patterson,34,Other,LG Washing Machine,2021-11-15,Product inquiry,Data loss,Pending Customer Response,Medium,Email,0.0,19,2023-06-01,30,20,USA,37.0902,-95.7129
4854,Amanda Anderson,56,Female,HP Pavilion,2020-08-17,Billing inquiry,Product recommendation,Pending Customer Response,Medium,Email,0.0,32,2023-06-01,30,20,USA,37.0902,-95.7129
4855,Robert Yoder,25,Male,Sony PlayStation,2020-06-22,Refund request,Payment issue,Open,Medium,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4856,Russell Lopez,66,Other,Nest Thermostat,2020-08-04,Cancellation request,Delivery problem,Pending Customer Response,Low,Phone,0.0,16,2023-06-01,30,20,India,20.5937,78.9629
4857,Kenneth Freeman,67,Other,Samsung Galaxy,2020-05-20,Refund request,Network problem,Open,Critical,Phone,0.0,0,,30,20,India,20.5937,78.9629
4858,Heather Raymond,18,Male,Bose SoundLink Speaker,2021-04-16,Cancellation request,Delivery problem,Closed,Critical,Chat,1.0,0,2023-06-01,30,20,UK,55.3781,-3.436
4859,Douglas Wheeler,54,Other,Autodesk AutoCAD,2020-02-28,Cancellation request,Hardware issue,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
4860,Jonathan Phillips MD,23,Other,MacBook Pro,2020-08-17,Product inquiry,Cancellation request,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
4863,Kelly Dunn,30,Female,Philips Hue Lights,2020-12-09,Refund request,Installation support,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
4864,Crystal Herrera,19,Male,LG Smart TV,2020-03-18,Technical issue,Data loss,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
4865,Gabriella Perez,61,Other,Nikon D,2021-02-20,Billing inquiry,Installation support,Pending Customer Response,Medium,Phone,0.0,23,2023-06-01,30,20,India,20.5937,78.9629
4866,Wayne Miller,20,Other,PlayStation,2021-05-26,Technical issue,Payment issue,Closed,High,Email,5.0,25,2023-06-01,30,20,USA,37.0902,-95.7129
4867,Michael Harvey,68,Male,Lenovo ThinkPad,2021-10-02,Technical issue,Network problem,Pending Customer Response,Low,Phone,0.0,59,2023-06-01,30,20,India,20.5937,78.9629
4868,Andrew Johnson,58,Other,Asus ROG,2020-09-28,Cancellation request,Hardware issue,Pending Customer Response,Critical,Email,0.0,10,2023-06-01,30,20,USA,37.0902,-95.7129
4869,Christian Bell,27,Other,Sony PlayStation,2021-12-09,Product inquiry,Refund request,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
4871,Caleb Blake,28,Other,Xbox,2021-02-17,Product inquiry,Hardware issue,Closed,Critical,Phone,3.0,20,2023-06-01,30,20,India,20.5937,78.9629
4872,Jennifer Russell,34,Female,Samsung Soundbar,2021-05-09,Cancellation request,Hardware issue,Pending Customer Response,High,Phone,0.0,28,2023-06-01,30,20,India,20.5937,78.9629
4873,John Davis,34,Other,Nikon D,2020-11-27,Technical issue,Peripheral compatibility,Pending Customer Response,Critical,Email,0.0,6,2023-06-01,30,20,USA,37.0902,-95.7129
4874,Christopher Gutierrez,35,Male,Fitbit Charge,2020-07-04,Billing inquiry,Product recommendation,Closed,Medium,Phone,4.0,59,2023-06-01,30,20,India,20.5937,78.9629
4875,Denise Stafford,23,Other,Samsung Soundbar,2021-12-23,Billing inquiry,Data loss,Closed,High,Email,1.0,30,2023-06-01,30,20,USA,37.0902,-95.7129
4876,Patrick Wilkerson,59,Male,Fitbit Versa Smartwatch,2020-11-21,Cancellation request,Software bug,Open,Critical,Phone,0.0,0,,30,20,India,20.5937,78.9629
4877,Misty Johnson,39,Male,Fitbit Charge,2020-06-19,Product inquiry,Battery life,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4878,Latoya Ware,64,Male,Canon EOS,2020-09-05,Billing inquiry,Product compatibility,Closed,Medium,Email,1.0,60,2023-06-01,30,20,USA,37.0902,-95.7129
4880,Richard Floyd,29,Female,Autodesk AutoCAD,2020-04-01,Technical issue,Payment issue,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
4881,Walter Johnson,53,Female,Canon DSLR Camera,2021-11-10,Product inquiry,Delivery problem,Open,Medium,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4882,Maria Lewis DVM,42,Female,Adobe Photoshop,2021-11-21,Product inquiry,Cancellation request,Pending Customer Response,Low,Email,0.0,36,2023-06-01,30,20,USA,37.0902,-95.7129
4883,Rebecca Wang,48,Other,Adobe Photoshop,2020-10-08,Refund request,Product setup,Closed,High,Chat,3.0,18,2023-06-01,30,20,UK,55.3781,-3.436
4884,Cameron Miller,27,Female,Samsung Galaxy,2021-09-21,Refund request,Software bug,Closed,Medium,Email,3.0,13,2023-06-01,30,20,USA,37.0902,-95.7129
4886,Sandy Jones,23,Other,LG Washing Machine,2020-11-02,Technical issue,Refund request,Pending Customer Response,Critical,Email,0.0,40,2023-06-01,30,20,USA,37.0902,-95.7129
4887,Kirsten Powell,29,Male,Sony 4K HDR TV,2021-03-15,Cancellation request,Product setup,Open,Low,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4889,Jenny Johnson,42,Male,Fitbit Versa Smartwatch,2020-10-24,Billing inquiry,Data loss,Pending Customer Response,Low,Phone,0.0,22,2023-06-01,30,20,India,20.5937,78.9629
4891,Mackenzie Phillips,55,Other,Xbox,2020-06-29,Technical issue,Peripheral compatibility,Closed,Medium,Email,1.0,13,2023-06-01,30,20,USA,37.0902,-95.7129
4892,Lisa Hester,27,Female,Nikon D,2020-06-29,Refund request,Hardware issue,Closed,Low,Chat,4.0,7,2023-06-01,30,20,UK,55.3781,-3.436
4893,Mr. Daniel Price DDS,42,Other,Bose QuietComfort,2021-10-22,Cancellation request,Cancellation request,Pending Customer Response,Medium,Chat,0.0,15,2023-06-01,30,20,UK,55.3781,-3.436
4894,Sarah Nguyen,41,Other,Sony PlayStation,2021-12-29,Cancellation request,Network problem,Pending Customer Response,High,Email,0.0,14,2023-06-01,30,20,USA,37.0902,-95.7129
4895,Edward Hardin,62,Other,Lenovo ThinkPad,2021-04-12,Refund request,Product recommendation,Closed,High,Email,3.0,9,2023-06-01,30,20,USA,37.0902,-95.7129
4900,Jason Wagner,49,Other,Microsoft Xbox Controller,2021-10-08,Billing inquiry,Refund request,Pending Customer Response,Critical,Email,0.0,43,2023-06-01,30,20,USA,37.0902,-95.7129
4901,Margaret Jones,27,Female,Microsoft Office,2021-01-09,Cancellation request,Product setup,Pending Customer Response,Critical,Email,0.0,56,2023-06-01,30,20,USA,37.0902,-95.7129
4903,Heather Potter,47,Female,HP Pavilion,2020-05-14,Refund request,Data loss,Closed,Critical,Email,5.0,25,2023-06-01,30,20,USA,37.0902,-95.7129
4904,Russell Floyd,19,Male,Amazon Echo,2021-12-19,Refund request,Refund request,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
4905,Gregory Palmer,53,Other,GoPro Action Camera,2021-11-15,Refund request,Product compatibility,Pending Customer Response,Low,Email,0.0,37,2023-06-01,30,20,USA,37.0902,-95.7129
4907,Christopher Wolf,27,Male,Nintendo Switch,2020-06-30,Refund request,Delivery problem,Pending Customer Response,Medium,Email,0.0,30,2023-06-01,30,20,USA,37.0902,-95.7129
4908,Kevin Gordon,28,Other,Philips Hue Lights,2020-03-09,Billing inquiry,Display issue,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
4909,Tyler Lowery,63,Female,Philips Hue Lights,2021-05-03,Refund request,Account access,Closed,Medium,Phone,2.0,52,2023-06-01,30,20,India,20.5937,78.9629
4910,Randy Clements,42,Other,Nikon D,2020-07-18,Refund request,Account access,Closed,High,Phone,2.0,59,2023-06-01,30,20,India,20.5937,78.9629
4911,Ronald Ramirez,41,Other,Microsoft Surface,2021-12-25,Billing inquiry,Hardware issue,Open,Low,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4912,Kerry Rodriguez,39,Other,Sony Xperia,2020-01-03,Billing inquiry,Delivery problem,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4914,Matthew Nunez,26,Other,GoPro Hero,2021-06-10,Product inquiry,Display issue,Closed,Critical,Email,2.0,26,2023-06-01,30,20,USA,37.0902,-95.7129
4915,Robert Washington,53,Other,Garmin Forerunner,2021-06-28,Refund request,Software bug,Pending Customer Response,Low,Chat,0.0,39,2023-06-01,30,20,UK,55.3781,-3.436
4916,Jennifer Vargas,66,Female,Fitbit Versa Smartwatch,2021-10-03,Billing inquiry,Software bug,Closed,Critical,Chat,4.0,14,2023-06-01,30,20,UK,55.3781,-3.436
4917,Kimberly Gray,34,Male,Apple AirPods,2021-09-01,Product inquiry,Cancellation request,Pending Customer Response,High,Phone,0.0,25,2023-06-01,30,20,India,20.5937,78.9629
4918,Jennifer Perez,68,Female,Apple AirPods,2021-06-14,Cancellation request,Hardware issue,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4923,Michael Pena,21,Female,Autodesk AutoCAD,2021-12-06,Technical issue,Account access,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4924,Jason Benson,50,Female,Samsung Galaxy,2020-11-18,Billing inquiry,Product setup,Closed,Critical,Chat,4.0,36,2023-06-01,30,20,UK,55.3781,-3.436
4925,Herbert Coleman,39,Male,Nintendo Switch Pro Controller,2021-06-23,Billing inquiry,Peripheral compatibility,Open,High,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4926,Raymond Ball,27,Male,Bose SoundLink Speaker,2021-11-08,Product inquiry,Account access,Pending Customer Response,High,Phone,0.0,53,2023-06-01,30,20,India,20.5937,78.9629
4928,Kimberly Frazier,22,Female,Lenovo ThinkPad,2020-03-15,Cancellation request,Product compatibility,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4929,Justin Blevins,40,Female,Bose SoundLink Speaker,2021-08-17,Technical issue,Payment issue,Open,Low,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4930,Summer Bentley,29,Male,Microsoft Office,2020-12-02,Refund request,Product compatibility,Closed,Medium,Chat,1.0,16,2023-06-01,30,20,UK,55.3781,-3.436
4933,Crystal Young,49,Female,Sony Xperia,2021-03-29,Cancellation request,Payment issue,Pending Customer Response,Critical,Email,0.0,56,2023-06-01,30,20,USA,37.0902,-95.7129
4934,Rodney Jacobs,41,Other,Canon EOS,2020-04-21,Technical issue,Product compatibility,Closed,Critical,Chat,4.0,53,2023-06-01,30,20,UK,55.3781,-3.436
4936,Timothy Ford,41,Other,MacBook Pro,2021-04-16,Billing inquiry,Battery life,Pending Customer Response,Low,Chat,0.0,42,2023-06-01,30,20,UK,55.3781,-3.436
4937,Brittany Peters,57,Female,Amazon Kindle,2021-10-03,Technical issue,Display issue,Open,Medium,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4938,Rachel Sanchez,33,Male,LG Smart TV,2021-05-20,Billing inquiry,Account access,Pending Customer Response,Medium,Email,0.0,10,2023-06-01,30,20,USA,37.0902,-95.7129
4942,Andrea Moreno,56,Female,Roomba Robot Vacuum,2020-04-16,Product inquiry,Cancellation request,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4943,Lacey Adkins,42,Female,Nikon D,2020-07-30,Technical issue,Installation support,Pending Customer Response,Low,Chat,0.0,35,2023-06-01,30,20,UK,55.3781,-3.436
4945,Michael Brown,25,Male,iPhone,2021-05-30,Billing inquiry,Display issue,Pending Customer Response,Low,Email,0.0,13,2023-06-01,30,20,USA,37.0902,-95.7129
4946,Ryan Austin,36,Female,Sony Xperia,2020-06-15,Refund request,Hardware issue,Closed,Medium,Chat,1.0,54,2023-06-01,30,20,UK,55.3781,-3.436
4947,Brian Martinez,35,Female,Google Nest,2020-08-10,Billing inquiry,Delivery problem,Open,High,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4948,Autumn Mcgee,24,Male,Sony Xperia,2021-07-18,Billing inquiry,Network problem,Closed,Critical,Email,1.0,33,2023-06-01,30,20,USA,37.0902,-95.7129
4951,Jessica Williamson,19,Other,Xbox,2021-03-14,Billing inquiry,Cancellation request,Pending Customer Response,High,Phone,0.0,54,2023-06-01,30,20,India,20.5937,78.9629
4952,Renee White,48,Male,Asus ROG,2020-03-30,Technical issue,Peripheral compatibility,Pending Customer Response,Critical,Phone,0.0,23,2023-06-01,30,20,India,20.5937,78.9629
4955,Christina Dunn,53,Female,Bose QuietComfort,2021-02-24,Cancellation request,Battery life,Closed,Low,Email,1.0,37,2023-06-01,30,20,USA,37.0902,-95.7129
4956,Scott Peters,67,Male,Nikon D,2020-12-21,Billing inquiry,Hardware issue,Closed,Medium,Email,3.0,7,2023-06-01,30,20,USA,37.0902,-95.7129
4957,Johnny Cook,59,Other,Samsung Galaxy,2020-10-05,Refund request,Product setup,Closed,Critical,Email,2.0,44,2023-06-01,30,20,USA,37.0902,-95.7129
4958,James Lewis,65,Other,Nikon D,2021-03-13,Cancellation request,Display issue,Pending Customer Response,Medium,Chat,0.0,24,2023-06-01,30,20,UK,55.3781,-3.436
4959,Heather Miles,18,Female,Canon DSLR Camera,2020-03-04,Billing inquiry,Data loss,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
4961,Connie Ferguson,35,Female,Amazon Echo,2021-04-16,Technical issue,Battery life,Pending Customer Response,Low,Phone,0.0,24,2023-06-01,30,20,India,20.5937,78.9629
4962,Megan Sharp,30,Female,Fitbit Versa Smartwatch,2020-01-08,Cancellation request,Data loss,Open,Medium,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4963,Marie Davis,67,Male,Canon DSLR Camera,2020-06-02,Technical issue,Software bug,Closed,Medium,Email,5.0,48,2023-06-01,30,20,USA,37.0902,-95.7129
4964,Colton Roberts,50,Female,Microsoft Xbox Controller,2020-04-11,Refund request,Display issue,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
4965,Adam Silva,69,Other,Bose QuietComfort,2020-12-28,Billing inquiry,Data loss,Pending Customer Response,Critical,Phone,0.0,52,2023-06-01,30,20,India,20.5937,78.9629
4966,Pamela Gibbs,30,Other,Samsung Soundbar,2020-08-29,Cancellation request,Payment issue,Pending Customer Response,Critical,Email,0.0,6,2023-06-01,30,20,USA,37.0902,-95.7129
4967,Peter Hinton,57,Other,Autodesk AutoCAD,2020-07-14,Technical issue,Installation support,Closed,Critical,Chat,4.0,46,2023-06-01,30,20,UK,55.3781,-3.436
4968,Kelsey Bartlett,56,Male,Fitbit Charge,2020-04-07,Cancellation request,Cancellation request,Pending Customer Response,High,Chat,0.0,26,2023-06-01,30,20,UK,55.3781,-3.436
4969,Carly Clark,44,Female,Microsoft Surface,2021-04-27,Product inquiry,Account access,Closed,Critical,Phone,3.0,44,2023-06-01,30,20,India,20.5937,78.9629
4970,David Barrett,58,Male,Dell XPS,2020-05-28,Cancellation request,Display issue,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
4972,Nicole Cooper,39,Other,GoPro Hero,2020-05-18,Refund request,Refund request,Pending Customer Response,High,Email,0.0,18,2023-06-01,30,20,USA,37.0902,-95.7129
4973,Denise Norton,25,Female,Google Pixel,2020-01-21,Product inquiry,Cancellation request,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4974,Elizabeth Wade,63,Female,Xbox,2021-10-31,Cancellation request,Peripheral compatibility,Pending Customer Response,High,Email,0.0,55,2023-06-01,30,20,USA,37.0902,-95.7129
4976,Sue Marshall,21,Female,Amazon Kindle,2021-12-30,Billing inquiry,Account access,Closed,High,Phone,1.0,30,2023-06-01,30,20,India,20.5937,78.9629
4977,Lauren Bailey,42,Male,Nikon D,2020-05-29,Technical issue,Account access,Closed,Low,Phone,1.0,41,2023-06-01,30,20,India,20.5937,78.9629
4978,Roberto Young,41,Male,LG OLED,2020-08-31,Technical issue,Installation support,Pending Customer Response,High,Email,0.0,10,2023-06-01,30,20,USA,37.0902,-95.7129
4979,Jack Walton,48,Female,Asus ROG,2021-09-16,Technical issue,Installation support,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
4980,Laura Fletcher,50,Other,Google Pixel,2020-04-15,Product inquiry,Battery life,Open,High,Chat,0.0,0,,30,20,UK,55.3781,-3.436
4981,Linda Garcia,34,Male,Google Pixel,2021-06-08,Product inquiry,Software bug,Closed,Critical,Chat,2.0,44,2023-06-01,30,20,UK,55.3781,-3.436
4983,Michael Miller,32,Male,Nikon D,2021-02-24,Technical issue,Account access,Open,Critical,Phone,0.0,0,,30,20,India,20.5937,78.9629
4984,John Frank,26,Male,LG OLED,2020-01-02,Cancellation request,Display issue,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
4985,Adam Howard,69,Male,Nikon D,2021-01-31,Refund request,Peripheral compatibility,Pending Customer Response,Low,Chat,0.0,43,2023-06-01,30,20,UK,55.3781,-3.436
4986,Edward Green,42,Other,Amazon Echo,2021-06-16,Billing inquiry,Account access,Closed,Critical,Email,3.0,8,2023-06-01,30,20,USA,37.0902,-95.7129
