Ticket ID,Customer Name,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating,Country,Resolution_Duration,Priority_Score,Similarity_Score,Similarity_Level,Latitude,Longitude,Country_Encoded,Resolution_Efficiency,Efficiency_Level,Satisfaction_Level,Age_Group,Is_Resolved,Cluster_ID,Cluster_Name,cluster_names,Team,Performance_Score
5325,Ariel Carr,26,Female,Sony Xperia,2021-12-02,Technical issue,Display issue,Open,Medium,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,2,0.2559980842312421,Low,-25.2744,133.7751,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
5326,Mrs. Dominique Bryan,64,Female,Dell XPS,2021-03-31,Billing inquiry,Refund request,Open,Medium,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Canada,6,2,0.2559980842312421,Low,56.1304,-106.3468,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
5327,Donna Harvey,41,Other,Sony 4K HDR TV,2021-12-02,Billing inquiry,Peripheral compatibility,Open,Low,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,UK,6,1,0.14285845940021782,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
5328,Samantha Williams,55,Other,LG Smart TV,2021-05-28,Cancellation request,Delivery problem,Pending Customer Response,High,Email,2023-06-01 10:16:53,2023-06-01 11:17:48,3,Australia,6,3,0.09409989646016609,Low,-25.2744,133.7751,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
5329,Steve Fleming,55,Other,Google Nest,2020-11-25,Technical issue,Software bug,Pending Customer Response,Medium,Social media,2023-06-01 13:43:54,2023-06-01 11:17:48,3,UK,6,2,0.2559980842312421,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
5330,Colton Pacheco,53,Male,Canon EOS,2021-07-21,Refund request,Product compatibility,Pending Customer Response,Critical,Chat,2023-06-01 03:51:56,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
5331,Jodi Williams,63,Female,Fitbit Charge,2020-06-16,Technical issue,Network problem,Pending Customer Response,Critical,Chat,2023-06-01 16:13:57,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
5332,Jerry Rivera,21,Male,MacBook Pro,2021-09-25,Technical issue,Battery life,Open,Low,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
5333,Larry Martin,53,Female,Xbox,2021-06-18,Cancellation request,Peripheral compatibility,Open,High,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,3,0.09409989646016609,Low,20.5937,78.9629,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
5334,Ronald Shaw,24,Other,Sony 4K HDR TV,2020-03-19,Cancellation request,Software bug,Open,High,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,3,0.09409989646016609,Low,20.5937,78.9629,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
5335,Julie Kennedy,19,Female,Dyson Vacuum Cleaner,2021-02-20,Billing inquiry,Peripheral compatibility,Open,High,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,UK,6,3,0.09409989646016609,Low,,,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
5336,Courtney Carter,22,Male,Xbox,2021-05-24,Technical issue,Peripheral compatibility,Pending Customer Response,High,Chat,2023-06-01 15:13:02,2023-06-01 11:17:48,3,Germany,6,3,0.09409989646016609,Low,51.1657,10.4515,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
5337,Shirley Murphy,52,Other,MacBook Pro,2021-10-03,Technical issue,Account access,Pending Customer Response,Critical,Email,2023-06-01 07:55:04,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
5338,Daniel Hall,67,Other,Canon EOS,2021-09-08,Billing inquiry,Hardware issue,Open,Medium,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,2,0.2559980842312421,Low,-25.2744,133.7751,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
5339,Diana Harrington,67,Male,HP Pavilion,2021-11-09,Technical issue,Delivery problem,Pending Customer Response,Low,Phone,2023-06-01 12:58:07,2023-06-01 11:17:48,3,India,6,1,0.14285845940021782,Low,20.5937,78.9629,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
5340,Christopher Case,39,Other,Canon DSLR Camera,2020-10-31,Cancellation request,Refund request,Pending Customer Response,Low,Phone,2023-06-01 17:56:08,2023-06-01 11:17:48,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
5341,Charles Davis,58,Female,Asus ROG,2021-10-24,Product inquiry,Refund request,Pending Customer Response,Low,Email,2023-06-01 07:53:10,2023-06-01 11:17:48,3,Canada,6,1,0.14285845940021782,Low,56.1304,-106.3468,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
5342,Rebecca Barnes,48,Male,Sony 4K HDR TV,2020-09-28,Billing inquiry,Peripheral compatibility,Closed,Medium,Chat,2023-06-01 20:56:12,2023-06-01 14:01:12,4,Germany,6,2,0.2559980842312421,Low,51.1657,10.4515,3,0.7727272727272727,High Efficiency,High Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
5343,Chase Gonzales,32,Other,Nest Thermostat,2020-05-29,Technical issue,Data loss,Pending Customer Response,Critical,Phone,2023-05-31 23:56:14,2023-06-01 11:17:48,3,UK,6,4,0.0,Low,,,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
5344,Andrea Herrera,62,Other,Philips Hue Lights,2020-06-29,Product inquiry,Installation support,Closed,Medium,Social media,2023-06-01 00:57:15,2023-06-01 02:26:15,5,Canada,1,2,0.996856467186858,High,56.1304,-106.3468,5,1.0,High Efficiency,High Satisfaction,Elder,1,2,Medium Priority - Normal Resolution,Slow Resolution,Team D,98
5345,William Ross,35,Other,Dyson Vacuum Cleaner,2021-11-15,Refund request,Hardware issue,Pending Customer Response,High,Phone,2023-06-01 13:28:17,2023-06-01 11:17:48,3,Australia,6,3,0.09409989646016609,Low,-25.2744,133.7751,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
5346,David Harrington,27,Male,LG OLED,2020-11-12,Refund request,Account access,Open,Low,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,1,0.14285845940021782,Low,,,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
5347,Brittany Rogers,54,Other,Canon DSLR Camera,2020-12-18,Technical issue,Battery life,Open,Low,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
5348,Travis Kirk,57,Other,Lenovo ThinkPad,2021-12-14,Cancellation request,Product compatibility,Open,Critical,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,UK,6,4,0.0,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
5349,Roy Ford,25,Other,Nintendo Switch,2020-09-03,Product inquiry,Display issue,Open,Medium,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,2,0.2559980842312421,Low,-25.2744,133.7751,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
5350,Deborah Hoffman,20,Other,Sony PlayStation,2020-04-11,Product inquiry,Software bug,Pending Customer Response,Critical,Chat,2023-06-01 18:13:21,2023-06-01 11:17:48,3,Canada,6,4,0.0,Low,56.1304,-106.3468,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
5351,Angela Reynolds,44,Female,Roomba Robot Vacuum,2020-03-01,Cancellation request,Product compatibility,Closed,Critical,Social media,2023-06-01 13:56:22,2023-06-01 14:34:22,5,Australia,1,4,0.8566943992560747,High,-25.2744,133.7751,2,1.0,High Efficiency,High Satisfaction,Senior,1,2,Medium Priority - Normal Resolution,Slow Resolution,Team C,98
5352,Kelly Howard,62,Female,Amazon Echo,2021-05-28,Billing inquiry,Battery life,Open,Critical,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,4,0.0,Low,51.1657,10.4515,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
5353,Christian Price,59,Female,Roomba Robot Vacuum,2020-09-03,Billing inquiry,Peripheral compatibility,Closed,Low,Social media,2023-06-01 23:23:26,2023-06-01 19:47:26,4,India,6,1,0.14285845940021782,Low,20.5937,78.9629,4,0.7727272727272727,High Efficiency,High Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
5354,Ryan Rivas,33,Other,Philips Hue Lights,2021-01-19,Refund request,Delivery problem,Closed,High,Chat,2023-06-01 14:14:28,2023-06-01 02:12:28,2,Germany,6,3,0.09409989646016609,Low,51.1657,10.4515,4,0.7727272727272727,High Efficiency,Low Satisfaction,Adult,1,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
5355,Ashley Smith,39,Male,Apple AirPods,2020-10-20,Technical issue,Refund request,Open,Medium,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,2,0.2559980842312421,Low,,,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
5356,Shane Bean,28,Female,Fitbit Versa Smartwatch,2020-02-09,Technical issue,Product recommendation,Pending Customer Response,Low,Email,2023-06-01 01:10:31,2023-06-01 11:17:48,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
5357,Jennifer Smith,48,Other,Dell XPS,2020-05-19,Refund request,Refund request,Closed,Medium,Phone,2023-06-01 17:59:32,2023-06-01 06:25:32,1,Canada,6,2,0.2559980842312421,Low,56.1304,-106.3468,5,0.7727272727272727,High Efficiency,Low Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
5358,Melissa Larson MD,34,Other,Sony 4K HDR TV,2020-09-15,Technical issue,Software bug,Closed,Critical,Social media,2023-06-01 20:21:33,2023-06-01 11:50:33,5,Canada,6,4,0.0,Low,56.1304,-106.3468,2,0.7727272727272727,High Efficiency,High Satisfaction,Adult,1,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
5359,Billy Logan,69,Other,Asus ROG,2020-04-28,Refund request,Refund request,Closed,Low,Social media,2023-06-01 19:09:34,2023-06-01 18:55:34,5,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,4,0.7727272727272727,High Efficiency,High Satisfaction,Elder,1,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
5360,Joanna Green,64,Female,Nintendo Switch,2020-05-10,Product inquiry,Data loss,Pending Customer Response,Low,Social media,2023-06-01 21:33:36,2023-06-01 11:17:48,3,Canada,6,1,0.14285845940021782,Low,56.1304,-106.3468,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
5361,Matthew Gibson,32,Other,Sony Xperia,2021-02-02,Billing inquiry,Delivery problem,Pending Customer Response,Low,Phone,2023-06-01 06:48:37,2023-06-01 11:17:48,3,India,6,1,0.14285845940021782,Low,20.5937,78.9629,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
5362,Holly Donovan,45,Other,Nintendo Switch,2020-02-05,Product inquiry,Hardware issue,Pending Customer Response,Critical,Chat,2023-06-01 19:20:40,2023-06-01 11:17:48,3,Australia,6,4,0.0,Low,-25.2744,133.7751,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
5363,Robert Greer,66,Female,Amazon Kindle,2021-01-12,Product inquiry,Account access,Pending Customer Response,Medium,Chat,2023-06-01 17:57:41,2023-06-01 11:17:48,3,Germany,6,2,0.2559980842312421,Low,51.1657,10.4515,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
5364,Phillip Curry,61,Female,Roomba Robot Vacuum,2020-12-07,Cancellation request,Network problem,Closed,Critical,Chat,2023-06-01 23:19:42,2023-06-01 17:27:42,2,India,6,4,0.0,Low,20.5937,78.9629,2,0.7727272727272727,High Efficiency,Low Satisfaction,Elder,1,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
5365,Richard Conway,30,Male,PlayStation,2021-05-21,Billing inquiry,Software bug,Pending Customer Response,Low,Chat,2023-06-01 14:37:44,2023-06-01 11:17:48,3,Australia,6,1,0.14285845940021782,Low,-25.2744,133.7751,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
5366,Mr. Keith Green,20,Other,Autodesk AutoCAD,2020-11-22,Product inquiry,Peripheral compatibility,Open,Critical,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,4,0.0,Low,-25.2744,133.7751,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
5367,Jacob Lewis,61,Other,Amazon Echo,2020-08-26,Cancellation request,Installation support,Pending Customer Response,Critical,Phone,2023-06-01 05:07:47,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
5368,Stephen Chambers,49,Male,Fitbit Versa Smartwatch,2020-09-14,Billing inquiry,Network problem,Closed,Medium,Social media,2023-06-01 12:51:49,2023-06-01 08:35:49,1,UK,6,2,0.2559980842312421,Low,,,3,0.7727272727272727,High Efficiency,Low Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
5369,Joseph Fox,48,Male,Bose QuietComfort,2020-01-13,Product inquiry,Payment issue,Closed,Critical,Social media,2023-06-01 22:15:49,2023-06-01 11:32:49,4,Germany,6,4,0.0,Low,51.1657,10.4515,0,0.7727272727272727,High Efficiency,High Satisfaction,Senior,1,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
5370,David Bailey,39,Male,GoPro Action Camera,2020-06-30,Product inquiry,Payment issue,Open,Low,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,1,0.14285845940021782,Low,-25.2744,133.7751,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
5371,William Oconnor,50,Female,Sony Xperia,2020-06-20,Product inquiry,Data loss,Closed,Critical,Chat,2023-06-01 03:00:52,2023-06-01 16:06:52,5,Australia,13,4,0.0,Low,-25.2744,133.7751,0,0.45454545454545453,Low Efficiency,High Satisfaction,Senior,1,1,High Priority - Slow Resolution,Medium Resolution,Team C,74
5372,Joanna Pena,24,Female,Google Nest,2020-08-23,Billing inquiry,Network problem,Open,Low,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Canada,6,1,0.14285845940021782,Low,56.1304,-106.3468,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
5373,Kerri Murphy,70,Female,Apple AirPods,2021-11-18,Cancellation request,Installation support,Pending Customer Response,Medium,Phone,2023-06-01 00:17:54,2023-06-01 11:17:48,3,Australia,6,2,0.2559980842312421,Low,-25.2744,133.7751,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
5374,Joshua Hall,53,Other,PlayStation,2021-09-11,Cancellation request,Cancellation request,Closed,Low,Social media,2023-06-01 13:45:56,2023-06-01 07:15:56,4,India,6,1,0.14285845940021782,Low,20.5937,78.9629,2,0.7727272727272727,High Efficiency,High Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
5375,Norman Perez,57,Female,Google Nest,2020-10-31,Product inquiry,Peripheral compatibility,Open,Medium,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,2,0.2559980842312421,Low,-25.2744,133.7751,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
5376,Adam Pope,55,Female,Samsung Galaxy,2020-05-26,Refund request,Battery life,Pending Customer Response,Critical,Social media,2023-06-01 22:16:58,2023-06-01 11:17:48,3,UK,6,4,0.0,Low,,,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
5377,Raymond Hughes,28,Other,Garmin Forerunner,2021-04-11,Product inquiry,Payment issue,Pending Customer Response,Low,Social media,2023-06-01 09:52:00,2023-06-01 11:17:48,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
5378,Charles Stewart,47,Female,Apple AirPods,2021-08-28,Product inquiry,Refund request,Pending Customer Response,Low,Chat,2023-06-01 10:08:01,2023-06-01 11:17:48,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
5379,Steven Wilson,51,Male,HP Pavilion,2021-05-08,Cancellation request,Payment issue,Pending Customer Response,Low,Phone,2023-06-01 05:06:03,2023-06-01 11:17:48,3,Australia,6,1,0.14285845940021782,Low,-25.2744,133.7751,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
5380,Amber Nelson,63,Other,Autodesk AutoCAD,2021-03-12,Cancellation request,Delivery problem,Closed,Critical,Social media,2023-06-01 11:44:04,2023-06-01 05:49:04,4,USA,6,4,0.0,Low,,,2,0.7727272727272727,High Efficiency,High Satisfaction,Elder,1,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
5381,Barbara Lara,49,Female,Fitbit Versa Smartwatch,2020-03-11,Billing inquiry,Hardware issue,Closed,Low,Phone,2023-06-01 04:30:06,2023-06-01 11:50:06,4,USA,7,1,0.0,Low,,,0,0.7272727272727273,Medium Efficiency,High Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team A,86
5382,Andrea Cross,40,Female,iPhone,2020-04-18,Technical issue,Peripheral compatibility,Pending Customer Response,Critical,Social media,2023-06-01 00:15:08,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
5383,Justin Cross,68,Male,Nintendo Switch,2021-12-14,Technical issue,Product setup,Closed,Medium,Social media,2023-06-01 01:32:10,2023-05-31 23:54:10,4,USA,6,2,0.2559980842312421,Low,,,3,0.7727272727272727,High Efficiency,High Satisfaction,Elder,1,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
5384,Michael Taylor,31,Female,MacBook Pro,2020-01-24,Technical issue,Payment issue,Pending Customer Response,High,Social media,2023-06-01 11:36:11,2023-06-01 11:17:48,3,India,6,3,0.09409989646016609,Low,20.5937,78.9629,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
5385,Audrey Mccarthy MD,25,Female,Philips Hue Lights,2021-10-08,Product inquiry,Installation support,Pending Customer Response,Medium,Social media,2023-06-01 17:08:12,2023-06-01 11:17:48,3,Canada,6,2,0.2559980842312421,Low,56.1304,-106.3468,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
5386,Paul Sosa,45,Other,Dell XPS,2021-04-26,Technical issue,Cancellation request,Open,High,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,3,0.09409989646016609,Low,20.5937,78.9629,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
5387,Sharon Dyer,68,Male,Microsoft Surface,2020-01-09,Billing inquiry,Display issue,Open,Medium,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,2,0.2559980842312421,Low,,,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
5388,Shannon Cameron,57,Female,GoPro Hero,2021-05-13,Refund request,Product compatibility,Closed,High,Email,2023-06-01 08:31:16,2023-06-01 07:47:16,1,Australia,6,3,0.09409989646016609,Low,-25.2744,133.7751,0,0.7727272727272727,High Efficiency,Low Satisfaction,Senior,1,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
5389,Jonathan Chang,36,Other,Microsoft Office,2021-04-11,Technical issue,Battery life,Pending Customer Response,High,Email,2023-06-01 01:02:18,2023-06-01 11:17:48,3,Canada,6,3,0.09409989646016609,Low,56.1304,-106.3468,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
5390,David Holloway,25,Female,Fitbit Charge,2021-01-18,Billing inquiry,Product compatibility,Pending Customer Response,Medium,Phone,2023-06-01 17:42:19,2023-06-01 11:17:48,3,USA,6,2,0.2559980842312421,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
5391,Cynthia Gibbs,68,Male,Nintendo Switch Pro Controller,2021-09-18,Cancellation request,Refund request,Pending Customer Response,Medium,Chat,2023-06-01 16:48:21,2023-06-01 11:17:48,3,India,6,2,0.2559980842312421,Low,20.5937,78.9629,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
5392,Tina Arnold,56,Female,PlayStation,2020-08-23,Billing inquiry,Software bug,Pending Customer Response,Medium,Phone,2023-06-01 09:54:23,2023-06-01 11:17:48,3,UK,6,2,0.2559980842312421,Low,,,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
5393,Justin Diaz,57,Female,Apple AirPods,2020-11-06,Technical issue,Refund request,Pending Customer Response,Low,Social media,2023-06-01 13:56:25,2023-06-01 11:17:48,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
5394,Leah Murray,47,Male,iPhone,2021-10-25,Cancellation request,Peripheral compatibility,Pending Customer Response,Critical,Social media,2023-06-01 01:56:26,2023-06-01 11:17:48,3,USA,6,4,0.0,Low,,,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
5395,Joseph Smith,44,Female,Canon DSLR Camera,2020-01-24,Billing inquiry,Refund request,Closed,Critical,Social media,2023-06-01 01:23:27,2023-06-01 09:08:27,3,India,7,4,0.0,Low,20.5937,78.9629,5,0.7272727272727273,Medium Efficiency,Medium Satisfaction,Senior,1,0,Low Priority - Fast Resolution,Fast Resolution,Team B,86
5396,Justin Thompson,36,Female,Apple AirPods,2020-02-29,Technical issue,Payment issue,Closed,Critical,Chat,2023-06-01 20:37:29,2023-06-01 14:49:29,3,Canada,6,4,0.0,Low,56.1304,-106.3468,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,1,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
5397,Steven Novak,47,Other,Canon DSLR Camera,2020-08-09,Billing inquiry,Payment issue,Pending Customer Response,Medium,Email,2023-06-01 21:57:31,2023-06-01 11:17:48,3,USA,6,2,0.2559980842312421,Low,,,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
5398,Ryan Adkins,59,Other,HP Pavilion,2021-09-08,Refund request,Data loss,Open,High,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,3,0.09409989646016609,Low,,,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
5399,Tiffany Reid,24,Female,Sony Xperia,2020-11-12,Refund request,Delivery problem,Pending Customer Response,Medium,Chat,2023-06-01 07:10:34,2023-06-01 11:17:48,3,Germany,6,2,0.2559980842312421,Low,51.1657,10.4515,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
5400,Carol Gray,27,Male,Sony Xperia,2021-04-28,Cancellation request,Data loss,Open,Medium,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,2,0.2559980842312421,Low,20.5937,78.9629,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
5401,Andrew Atkins,52,Male,Fitbit Charge,2020-05-16,Billing inquiry,Network problem,Closed,Medium,Phone,2023-06-01 15:32:37,2023-06-01 10:23:37,4,UK,6,2,0.2559980842312421,Low,,,0,0.7727272727272727,High Efficiency,High Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
5402,Joseph Peters,49,Other,Philips Hue Lights,2021-08-28,Cancellation request,Refund request,Pending Customer Response,Medium,Phone,2023-06-01 22:34:39,2023-06-01 11:17:48,3,Canada,6,2,0.2559980842312421,Low,56.1304,-106.3468,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
