Ticket ID,Customer Name,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Resolution_Duration,Priority_Score,resolution_hours,Region,Latitude,Longitude,Cluster_Size,Performance_Score
4239,Amy Jennings,31,Male,Garmin Forerunner,26-11-2020,Refund Request,Cancellation request,Pending Customer Response,Critical,Phone,01-06-2023 16:34,,-1,4,,Other Global,0,0,1752,
4240,Michele Gutierrez MD,48,Female,Asus ROG,19-11-2021,Cancellation Request,Software bug,Closed,Critical,Phone,01-06-2023 19:22,01-06-2023 11:42,559,4,7.666666666666667,Other Global,0,0,1695,6.73
4241,Lori Perez,70,Female,Fitbit Versa Smartwatch,26-01-2021,Cancellation Request,Installation support,Open,High,Chat,,,-1,3,,Other Global,0,0,1695,
4242,Dawn Perez,61,Male,Microsoft Office,19-04-2021,Billing Inquiry,Software bug,Closed,Medium,Chat,01-06-2023 11:31,01-06-2023 20:24,773,2,8.883333333333333,Latin America,-14.23,-51.92,1634,6.21
4243,Kathryn Torres,67,Other,Sony Xperia,14-01-2020,Cancellation Request,Peripheral compatibility,Closed,Critical,Email,01-06-2023 00:30,01-06-2023 19:16,1234,4,18.766666666666666,Other Global,0,0,1695,2
4244,Janet Harris,58,Other,Dyson Vacuum Cleaner,11-12-2020,Refund Request,Account access,Closed,High,Email,01-06-2023 15:05,01-06-2023 09:28,902,3,5.616666666666666,Other Global,0,0,1752,7.61
4245,Justin Clark,39,Female,Fitbit Versa Smartwatch,16-09-2021,Product Inquiry,Battery life,Open,High,Email,,,-1,3,,Other Global,0,0,1641,
4246,Travis Torres,66,Other,HP Pavilion,31-12-2020,Refund Request,Product recommendation,Pending Customer Response,Medium,Chat,01-06-2023 06:47,,-1,2,,Other Global,0,0,1752,
4247,Alyssa Bryant,25,Female,Sony PlayStation,11-11-2021,Refund Request,Cancellation request,Closed,High,Social media,01-06-2023 15:05,01-06-2023 19:48,567,3,4.716666666666667,Other Global,0,0,1752,7.99
4248,Tyler Chavez,43,Male,Canon DSLR Camera,07-07-2021,Billing Inquiry,Product recommendation,Pending Customer Response,Critical,Phone,01-06-2023 23:12,,-1,4,,Other Global,0,0,1634,
4249,Amy Green,27,Female,Bose QuietComfort,13-09-2020,Product Inquiry,Delivery problem,Pending Customer Response,Critical,Email,01-06-2023 12:49,,-1,4,,Other Global,0,0,1641,
4250,Christine Eaton,47,Other,Lenovo ThinkPad,11-05-2021,Cancellation Request,Network problem,Pending Customer Response,Low,Phone,01-06-2023 08:40,,-1,1,,Other Global,0,0,1695,
4251,Thomas Barron,29,Other,Bose QuietComfort,28-09-2021,Billing Inquiry,Payment issue,Pending Customer Response,Medium,Email,01-06-2023 22:25,,-1,2,,Other Global,0,0,1634,
4252,Richard Sharp,53,Other,iPhone,18-05-2021,Technical Issue,Installation support,Pending Customer Response,High,Social media,01-06-2023 20:49,,-1,3,,Asia-Pacific,1.35,103.81,1747,
4253,Candace Saunders,50,Female,Dyson Vacuum Cleaner,25-03-2021,Cancellation Request,Refund request,Open,Critical,Phone,,,-1,4,,Other Global,0,0,1695,
4254,Thomas Rios,56,Male,Apple AirPods,15-03-2021,Billing Inquiry,Data loss,Closed,High,Email,01-06-2023 01:30,01-06-2023 14:32,808,3,13.033333333333331,Other Global,0,0,1634,4.45
4255,Paul Hill,39,Other,Microsoft Xbox Controller,01-03-2020,Billing Inquiry,Network problem,Open,High,Email,,,-1,3,,Other Global,0,0,1634,
4256,Jennifer Wilson,52,Male,Samsung Galaxy,17-12-2021,Product Inquiry,Product recommendation,Pending Customer Response,High,Email,01-06-2023 08:47,,-1,3,,Asia-Pacific,1.35,103.81,1641,
4257,Melinda Cook,54,Male,Bose QuietComfort,23-08-2021,Product Inquiry,Data loss,Closed,Critical,Phone,01-06-2023 07:59,01-06-2023 01:38,647,4,6.35,Other Global,0,0,1641,7.29
4258,Diana Bauer,38,Female,Asus ROG,06-12-2020,Technical Issue,Account access,Open,Medium,Chat,,,-1,2,,Other Global,0,0,1747,
4259,Mark Ross,55,Male,LG Washing Machine,05-11-2021,Product Inquiry,Product setup,Closed,Medium,Phone,01-06-2023 22:43,01-06-2023 19:56,573,2,2.783333333333333,Other Global,0,0,1641,8.81
4260,Karen Santos,62,Male,Microsoft Xbox Controller,22-05-2021,Cancellation Request,Network problem,Pending Customer Response,Critical,Email,01-06-2023 01:14,,-1,4,,Other Global,0,0,1695,
4261,Jacob Turner,18,Male,Bose QuietComfort,31-01-2020,Refund Request,Account access,Pending Customer Response,High,Email,01-06-2023 02:57,,-1,3,,Other Global,0,0,1752,
4262,Brent Baker MD,43,Female,Nest Thermostat,09-08-2020,Product Inquiry,Cancellation request,Open,Critical,Phone,,,-1,4,,Other Global,0,0,1641,
4263,Steven Lara,23,Other,LG Washing Machine,23-01-2021,Billing Inquiry,Hardware issue,Open,Medium,Email,,,-1,2,,Other Global,0,0,1634,
4264,Cameron Stout,59,Male,Lenovo ThinkPad,28-03-2020,Technical Issue,Battery life,Open,High,Email,,,-1,3,,Other Global,0,0,1747,
4265,Henry Newman Jr.,67,Other,PlayStation,20-06-2020,Cancellation Request,Installation support,Closed,Critical,Email,01-06-2023 18:04,01-06-2023 18:35,1076,4,0.5166666666666667,Other Global,0,0,1695,9.78
4266,Antonio Gardner,43,Female,GoPro Action Camera,08-06-2020,Refund Request,Installation support,Pending Customer Response,High,Phone,01-06-2023 22:39,,-1,3,,Other Global,0,0,1752,
4267,Cynthia Edwards,47,Female,Adobe Photoshop,05-11-2020,Cancellation Request,Product recommendation,Closed,Critical,Email,01-06-2023 06:55,01-06-2023 17:14,938,4,10.316666666666666,Other Global,0,0,1695,5.6
4268,Karen Zimmerman,58,Female,Nintendo Switch Pro Controller,06-06-2020,Technical Issue,Software bug,Closed,Critical,Email,01-06-2023 03:50,01-06-2023 16:43,1090,4,12.883333333333333,Other Global,0,0,1747,4.51
4269,Susan Lang,56,Other,Nikon D,24-04-2020,Cancellation Request,Display issue,Closed,Low,Email,01-06-2023 04:25,01-06-2023 02:42,1133,1,1.7166666666666666,Other Global,0,0,1695,9.27
4270,Christian Glenn,45,Other,Amazon Echo,14-05-2020,Refund Request,Software bug,Open,Critical,Chat,,,-1,4,,Other Global,0,0,1752,
4271,Benjamin Hanson,18,Male,LG OLED,06-11-2021,Technical Issue,Cancellation request,Pending Customer Response,High,Email,01-06-2023 19:40,,-1,3,,Other Global,0,0,1747,
4272,Jeffrey Mayer,64,Other,GoPro Action Camera,17-06-2020,Product Inquiry,Display issue,Pending Customer Response,High,Email,01-06-2023 13:30,,-1,3,,Other Global,0,0,1641,
4273,Melissa Edwards,66,Female,Canon DSLR Camera,30-10-2020,Refund Request,Battery life,Open,High,Chat,,,-1,3,,Other Global,0,0,1752,
4274,Jennifer Blake,68,Male,LG OLED,22-03-2021,Cancellation Request,Product compatibility,Pending Customer Response,High,Phone,01-06-2023 20:39,,-1,3,,Other Global,0,0,1695,
4275,Francis Mitchell,33,Male,Microsoft Surface,01-08-2020,Billing Inquiry,Product compatibility,Closed,Medium,Chat,01-06-2023 06:32,01-06-2023 10:06,1034,2,3.566666666666667,Other Global,0,0,1634,8.48
4276,Tina Howard,68,Female,LG Smart TV,23-06-2020,Billing Inquiry,Delivery problem,Pending Customer Response,Critical,Phone,01-06-2023 02:51,,-1,4,,Europe,54.52,15.25,1634,
4277,Kimberly Wallace,52,Female,Autodesk AutoCAD,20-02-2021,Product Inquiry,Battery life,Pending Customer Response,Critical,Email,01-06-2023 20:43,,-1,4,,Middle East,23.88,45.07,1641,
4278,Ashlee Cooper,23,Other,Dyson Vacuum Cleaner,16-05-2021,Cancellation Request,Network problem,Open,High,Phone,,,-1,3,,Other Global,0,0,1695,
4279,Bryan Blair,70,Female,Samsung Soundbar,14-05-2021,Refund Request,Software bug,Open,Low,Phone,,,-1,1,,Other Global,0,0,1752,
4280,Angela Duarte,55,Other,Nikon D,07-01-2020,Billing Inquiry,Cancellation request,Open,Medium,Email,,,-1,2,,Other Global,0,0,1634,
4281,Jennifer Nelson,33,Male,Canon EOS,29-02-2020,Technical Issue,Product compatibility,Pending Customer Response,Critical,Chat,01-06-2023 02:53,,-1,4,,North America,37.09,-95.71,1747,
4282,Diana Evans,40,Other,Amazon Kindle,29-07-2021,Technical Issue,Delivery problem,Closed,Medium,Chat,01-06-2023 10:46,01-06-2023 06:13,672,2,4.55,Other Global,0,0,1747,8.06
4283,Allison Johnson,18,Female,Sony PlayStation,06-05-2020,Technical Issue,Network problem,Open,High,Chat,,,-1,3,,Other Global,0,0,1747,
4284,Kelly Taylor,33,Male,iPhone,21-09-2021,Cancellation Request,Delivery problem,Pending Customer Response,Medium,Email,01-06-2023 13:28,,-1,2,,Asia-Pacific,1.35,103.81,1695,
4285,Debra Ortiz MD,45,Female,Dyson Vacuum Cleaner,31-10-2020,Technical Issue,Product recommendation,Closed,Low,Phone,01-06-2023 05:38,01-06-2023 08:15,943,1,2.6166666666666667,Other Global,0,0,1747,8.88
4286,Kelly Rice,40,Other,LG OLED,02-05-2020,Billing Inquiry,Payment issue,Pending Customer Response,Critical,Chat,01-06-2023 21:03,,-1,4,,Other Global,0,0,1634,
4287,Christina French,27,Male,LG OLED,21-04-2021,Billing Inquiry,Product setup,Open,Medium,Email,,,-1,2,,Other Global,0,0,1634,
4288,Timothy Baker,42,Female,LG Smart TV,07-10-2021,Technical Issue,Data loss,Closed,Critical,Chat,01-06-2023 08:52,01-06-2023 16:13,602,4,7.35,Europe,54.52,15.25,1747,6.87
4289,Rachel Chandler,22,Other,Microsoft Office,13-05-2021,Cancellation Request,Battery life,Open,Medium,Email,,,-1,2,,Latin America,-14.23,-51.92,1695,
4290,Rachel Cooper,53,Male,Nintendo Switch Pro Controller,31-08-2020,Technical Issue,Product setup,Pending Customer Response,High,Social media,01-06-2023 19:50,,-1,3,,Other Global,0,0,1747,
4291,Danielle Stevenson,35,Other,Garmin Forerunner,19-07-2020,Cancellation Request,Battery life,Pending Customer Response,Medium,Social media,01-06-2023 10:55,,-1,2,,Other Global,0,0,1695,
4292,Anthony Rivera,20,Female,HP Pavilion,13-09-2021,Billing Inquiry,Account access,Closed,Low,Email,01-06-2023 22:33,01-06-2023 22:41,626,1,0.1333333333333333,Other Global,0,0,1634,9.94
4293,Sharon Ward,39,Female,Lenovo ThinkPad,15-12-2020,Refund Request,Display issue,Pending Customer Response,Medium,Email,01-06-2023 20:16,,-1,2,,Other Global,0,0,1752,
4294,Ryan Moran,55,Male,Sony Xperia,09-05-2021,Billing Inquiry,Product setup,Pending Customer Response,Critical,Phone,01-06-2023 07:36,,-1,4,,Other Global,0,0,1634,
4295,Jacqueline Fox,36,Male,LG Smart TV,15-04-2021,Refund Request,Product recommendation,Pending Customer Response,High,Chat,01-06-2023 09:11,,-1,3,,Europe,54.52,15.25,1752,
4296,Tammy Garcia,37,Male,Dell XPS,25-03-2021,Technical Issue,Product recommendation,Pending Customer Response,Critical,Phone,01-06-2023 20:27,,-1,4,,Asia-Pacific,1.35,103.81,1747,
4297,Amy Sanchez,70,Male,Garmin Forerunner,20-11-2020,Refund Request,Software bug,Pending Customer Response,Low,Phone,01-06-2023 22:31,,-1,1,,Other Global,0,0,1752,
4298,Becky Stephenson,61,Male,Bose QuietComfort,03-03-2020,Refund Request,Account access,Open,High,Social media,,,-1,3,,Other Global,0,0,1752,
4299,Robin Davis,21,Male,Bose QuietComfort,26-02-2021,Billing Inquiry,Display issue,Pending Customer Response,Low,Phone,01-06-2023 03:09,,-1,1,,Other Global,0,0,1634,
4300,Kevin Daniels,56,Female,Google Nest,10-09-2020,Billing Inquiry,Product compatibility,Open,High,Phone,,,-1,3,,Other Global,0,0,1634,
4301,William Avery,67,Female,LG Smart TV,02-02-2021,Billing Inquiry,Refund request,Pending Customer Response,Medium,Email,01-06-2023 06:37,,-1,2,,Europe,54.52,15.25,1634,
4302,Joseph Obrien,60,Other,Autodesk AutoCAD,22-12-2020,Product Inquiry,Software bug,Closed,Medium,Social media,01-06-2023 22:27,01-06-2023 08:41,891,2,13.766666666666667,Middle East,23.88,45.07,1641,4.13
4303,Sara Lee,51,Male,Nintendo Switch,03-05-2020,Product Inquiry,Product compatibility,Open,Low,Social media,,,-1,1,,Other Global,0,0,1641,
4304,Jason Barnes,53,Male,Philips Hue Lights,29-01-2021,Cancellation Request,Network problem,Pending Customer Response,Medium,Chat,01-06-2023 10:49,,-1,2,,Other Global,0,0,1695,
4305,Patricia Graves,41,Male,Fitbit Versa Smartwatch,25-03-2020,Billing Inquiry,Product recommendation,Closed,Medium,Chat,01-06-2023 21:48,01-06-2023 04:46,1163,2,17.033333333333335,Other Global,0,0,1634,2.74
4306,Brendan May,46,Other,Apple AirPods,18-03-2020,Refund Request,Product recommendation,Pending Customer Response,High,Email,01-06-2023 14:56,,-1,3,,Other Global,0,0,1752,
4307,Dawn Pittman,57,Male,LG Washing Machine,20-12-2020,Product Inquiry,Network problem,Open,Medium,Phone,,,-1,2,,Other Global,0,0,1641,
4308,William Brown,46,Male,Microsoft Xbox Controller,13-01-2020,Refund Request,Software bug,Pending Customer Response,Low,Social media,01-06-2023 13:29,,-1,1,,Other Global,0,0,1752,
4309,Kyle Smith,25,Female,GoPro Hero,06-02-2021,Technical Issue,Display issue,Open,Medium,Chat,,,-1,2,,North America,37.09,-95.71,1747,
4310,Keith Carter,63,Other,Google Pixel,29-04-2021,Technical Issue,Installation support,Open,Low,Email,,,-1,1,,Other Global,0,0,1747,
4311,Brian Morales,47,Male,Nikon D,06-10-2020,Cancellation Request,Display issue,Closed,Critical,Phone,01-06-2023 18:32,01-06-2023 10:24,968,4,8.133333333333333,Other Global,0,0,1695,6.53
4312,Anthony Silva,66,Male,PlayStation,09-08-2021,Billing Inquiry,Peripheral compatibility,Pending Customer Response,High,Phone,01-06-2023 09:00,,-1,3,,Other Global,0,0,1634,
4313,Melinda Davis,48,Male,Nintendo Switch Pro Controller,27-05-2020,Technical Issue,Product setup,Open,Critical,Social media,,,-1,4,,Other Global,0,0,1747,
4314,Crystal Jensen,55,Male,Canon EOS,30-12-2021,Cancellation Request,Cancellation request,Pending Customer Response,Low,Phone,01-06-2023 03:08,,-1,1,,North America,37.09,-95.71,1695,
4315,Carlos Moore,18,Female,MacBook Pro,03-02-2020,Product Inquiry,Installation support,Closed,Critical,Email,01-06-2023 22:59,01-06-2023 09:05,1214,4,13.9,Other Global,0,0,1641,4.08
4316,David Jackson,29,Male,Garmin Forerunner,26-10-2020,Billing Inquiry,Installation support,Open,High,Email,,,-1,3,,Other Global,0,0,1634,
4317,Dawn Hamilton,24,Male,Nintendo Switch Pro Controller,21-07-2021,Technical Issue,Account access,Pending Customer Response,Low,Email,01-06-2023 11:55,,-1,1,,Other Global,0,0,1747,
4318,Rebekah Lee,59,Male,Adobe Photoshop,21-04-2021,Technical Issue,Payment issue,Open,Low,Phone,,,-1,1,,Other Global,0,0,1747,
4319,Brianna Chambers,37,Male,Nintendo Switch Pro Controller,30-07-2021,Technical Issue,Network problem,Pending Customer Response,Critical,Social media,01-06-2023 20:12,,-1,4,,Other Global,0,0,1747,
4320,Derek Peterson,58,Male,Sony PlayStation,14-04-2021,Technical Issue,Network problem,Pending Customer Response,High,Chat,01-06-2023 20:54,,-1,3,,Other Global,0,0,1747,
4321,James Contreras,21,Other,Google Pixel,26-12-2021,Cancellation Request,Software bug,Pending Customer Response,Low,Social media,01-06-2023 04:00,,-1,1,,Other Global,0,0,1695,
4322,David Todd,24,Other,GoPro Action Camera,26-05-2021,Refund Request,Payment issue,Pending Customer Response,Medium,Email,01-06-2023 13:51,,-1,2,,Other Global,0,0,1752,
4323,Maria Stone,40,Other,Bose SoundLink Speaker,11-12-2020,Refund Request,Product compatibility,Open,High,Chat,,,-1,3,,Other Global,0,0,1752,
4324,Jeffrey English,45,Other,Bose QuietComfort,24-01-2020,Technical Issue,Refund request,Closed,Low,Social media,01-06-2023 15:29,01-06-2023 06:29,1224,1,9,Other Global,0,0,1747,6.16
4325,Eddie Parker,18,Other,Amazon Echo,28-05-2020,Cancellation Request,Delivery problem,Pending Customer Response,Medium,Phone,01-06-2023 06:44,,-1,2,,Other Global,0,0,1695,
4326,Ann Jones,50,Other,Xbox,28-02-2020,Product Inquiry,Account access,Pending Customer Response,High,Email,01-06-2023 03:10,,-1,3,,Other Global,0,0,1641,
4327,Melissa Griffith,29,Other,Nintendo Switch,11-12-2020,Technical Issue,Network problem,Pending Customer Response,Low,Phone,01-06-2023 10:03,,-1,1,,Other Global,0,0,1747,
4328,Kelsey Allen,29,Other,Roomba Robot Vacuum,30-06-2020,Cancellation Request,Software bug,Pending Customer Response,Medium,Social media,01-06-2023 08:53,,-1,2,,Other Global,0,0,1695,
4329,William Flores,25,Male,Garmin Forerunner,01-08-2020,Product Inquiry,Product setup,Open,Critical,Social media,,,-1,4,,Other Global,0,0,1641,
4330,Brad Thompson,64,Female,Canon EOS,25-02-2021,Refund Request,Product compatibility,Open,Low,Social media,,,-1,1,,North America,37.09,-95.71,1752,
4331,Colleen Bryan,57,Female,Amazon Kindle,23-02-2020,Cancellation Request,Delivery problem,Open,High,Phone,,,-1,3,,Other Global,0,0,1695,
4332,Tammy Reid,23,Male,Adobe Photoshop,01-10-2020,Refund Request,Product setup,Pending Customer Response,Medium,Phone,01-06-2023 17:07,,-1,2,,Other Global,0,0,1752,
4333,Brian Branch,38,Other,LG Smart TV,24-04-2021,Technical Issue,Product recommendation,Pending Customer Response,Critical,Email,01-06-2023 05:21,,-1,4,,Europe,54.52,15.25,1747,
4334,Stephen Gonzalez,46,Male,Canon EOS,18-07-2021,Billing Inquiry,Display issue,Closed,Medium,Social media,01-06-2023 08:16,01-06-2023 17:39,683,2,9.383333333333333,North America,37.09,-95.71,1634,6
4335,Victoria Wright,68,Male,Amazon Echo,02-03-2020,Product Inquiry,Delivery problem,Pending Customer Response,Medium,Email,01-06-2023 02:17,,-1,2,,Other Global,0,0,1641,
4336,Tara Torres,46,Male,Sony Xperia,30-12-2021,Cancellation Request,Display issue,Closed,Critical,Email,01-06-2023 03:09,01-06-2023 13:58,518,4,10.816666666666666,Other Global,0,0,1695,5.39
4337,Scott Adams,61,Male,Philips Hue Lights,13-07-2021,Product Inquiry,Network problem,Closed,Critical,Chat,01-06-2023 05:14,01-06-2023 09:10,688,4,3.933333333333333,Other Global,0,0,1641,8.32
4338,David Rivera,69,Female,Apple AirPods,31-12-2020,Technical Issue,Network problem,Pending Customer Response,Critical,Chat,01-06-2023 17:52,,-1,4,,Other Global,0,0,1747,
4339,Robert Bryant,28,Other,Apple AirPods,07-09-2021,Cancellation Request,Product setup,Open,Low,Chat,,,-1,1,,Other Global,0,0,1695,
4340,David Diaz MD,57,Other,LG OLED,02-03-2021,Technical Issue,Product recommendation,Closed,High,Chat,01-06-2023 17:06,01-06-2023 20:15,821,3,3.15,Other Global,0,0,1747,8.66
4341,Dana Hernandez,60,Male,Google Nest,21-07-2021,Product Inquiry,Delivery problem,Open,Medium,Phone,,,-1,2,,Other Global,0,0,1641,
4342,Jason Mills,19,Male,Sony PlayStation,19-12-2020,Billing Inquiry,Cancellation request,Pending Customer Response,Medium,Social media,01-06-2023 07:06,,-1,2,,Other Global,0,0,1634,
4343,Loretta Mclaughlin,48,Male,LG Smart TV,07-10-2020,Refund Request,Cancellation request,Closed,Low,Chat,01-06-2023 09:02,01-06-2023 15:44,967,1,6.7,Europe,54.52,15.25,1752,7.14
4344,Linda Guzman,59,Female,LG Smart TV,08-05-2021,Product Inquiry,Data loss,Open,High,Social media,,,-1,3,,Europe,54.52,15.25,1641,
4345,Leslie Williams,57,Female,Sony 4K HDR TV,22-04-2021,Refund Request,Battery life,Pending Customer Response,Low,Email,01-06-2023 06:37,,-1,1,,Other Global,0,0,1752,
4346,Briana Massey,44,Female,Microsoft Xbox Controller,19-06-2021,Cancellation Request,Product compatibility,Open,Low,Social media,,,-1,1,,Other Global,0,0,1695,
4347,Mrs. Crystal Callahan,57,Male,Microsoft Surface,18-05-2021,Product Inquiry,Peripheral compatibility,Pending Customer Response,Low,Chat,01-06-2023 02:37,,-1,1,,Other Global,0,0,1641,
4348,Timothy Garcia,57,Female,Microsoft Surface,08-12-2020,Cancellation Request,Payment issue,Pending Customer Response,Low,Phone,01-06-2023 02:07,,-1,1,,Other Global,0,0,1695,
4349,Jordan Farmer,21,Male,iPhone,01-08-2021,Refund Request,Hardware issue,Pending Customer Response,Low,Phone,01-06-2023 01:47,,-1,1,,Asia-Pacific,1.35,103.81,1752,
4350,Steve Smith,21,Female,Nikon D,25-05-2021,Product Inquiry,Installation support,Pending Customer Response,High,Chat,01-06-2023 15:51,,-1,3,,Other Global,0,0,1641,
4351,Katherine Reid,67,Male,Sony Xperia,19-01-2021,Cancellation Request,Refund request,Open,Critical,Phone,,,-1,4,,Other Global,0,0,1695,
4352,Susan Duncan,58,Female,Google Pixel,17-09-2020,Cancellation Request,Product recommendation,Closed,High,Phone,01-06-2023 03:53,01-06-2023 09:12,987,3,5.316666666666666,Other Global,0,0,1695,7.73
4353,Terry Flores,28,Male,LG Washing Machine,21-06-2021,Cancellation Request,Product setup,Pending Customer Response,High,Email,01-06-2023 01:42,,-1,3,,Other Global,0,0,1695,
4354,Ashley Acevedo,64,Other,Xbox,10-09-2021,Refund Request,Product compatibility,Pending Customer Response,Medium,Chat,01-06-2023 01:14,,-1,2,,Other Global,0,0,1752,
4355,April Anthony,55,Other,Microsoft Office,12-04-2020,Billing Inquiry,Installation support,Closed,High,Chat,01-06-2023 07:34,01-06-2023 16:23,1145,3,8.816666666666666,Latin America,-14.23,-51.92,1634,6.24
4356,Karen Collins,31,Female,Asus ROG,23-07-2020,Billing Inquiry,Peripheral compatibility,Pending Customer Response,Critical,Chat,01-06-2023 00:27,,-1,4,,Other Global,0,0,1634,
4357,Justin Wilkerson,31,Male,Nintendo Switch,08-12-2021,Cancellation Request,Data loss,Closed,Medium,Email,01-06-2023 11:13,01-06-2023 09:37,540,2,1.6,Other Global,0,0,1695,9.32
4358,Henry Stevens,59,Male,Canon EOS,29-04-2021,Refund Request,Battery life,Pending Customer Response,High,Social media,01-06-2023 18:25,,-1,3,,North America,37.09,-95.71,1752,
4359,Kristina Hernandez,65,Female,Google Nest,16-01-2020,Refund Request,Data loss,Pending Customer Response,High,Email,01-06-2023 21:17,,-1,3,,Other Global,0,0,1752,
4360,David Bradley,25,Female,Asus ROG,12-01-2021,Product Inquiry,Product setup,Pending Customer Response,Critical,Phone,01-06-2023 07:57,,-1,4,,Other Global,0,0,1641,
4361,Tina Peters,68,Female,Adobe Photoshop,14-07-2020,Cancellation Request,Battery life,Closed,Medium,Phone,01-06-2023 08:22,01-06-2023 03:15,1052,2,5.116666666666666,Other Global,0,0,1695,7.82
4362,Nancy Estrada,48,Other,Bose QuietComfort,20-10-2020,Refund Request,Hardware issue,Open,High,Chat,,,-1,3,,Other Global,0,0,1752,
4363,Justin Buchanan,51,Other,Garmin Forerunner,14-07-2020,Cancellation Request,Hardware issue,Pending Customer Response,Low,Email,01-06-2023 09:56,,-1,1,,Other Global,0,0,1695,
4364,Gary Reyes,40,Female,Asus ROG,14-12-2020,Technical Issue,Product recommendation,Open,Low,Social media,,,-1,1,,Other Global,0,0,1747,
4365,Erin Miller,32,Male,Bose SoundLink Speaker,05-03-2020,Technical Issue,Hardware issue,Pending Customer Response,Low,Email,01-06-2023 19:20,,-1,1,,Other Global,0,0,1747,
4366,Elizabeth Kennedy,62,Female,LG Washing Machine,10-08-2021,Billing Inquiry,Delivery problem,Open,High,Phone,,,-1,3,,Other Global,0,0,1634,
4367,William Johnson,30,Other,Amazon Echo,28-06-2020,Product Inquiry,Installation support,Open,Critical,Phone,,,-1,4,,Other Global,0,0,1641,
4368,Miss Donna Graham DDS,53,Male,Amazon Echo,22-02-2020,Product Inquiry,Delivery problem,Closed,High,Social media,01-06-2023 16:08,01-06-2023 20:11,1195,3,4.05,Other Global,0,0,1641,8.27
4369,Elijah Allen,37,Female,Apple AirPods,15-12-2021,Technical Issue,Installation support,Open,High,Email,,,-1,3,,Other Global,0,0,1747,
4370,Jennifer Barker,36,Other,Apple AirPods,17-05-2021,Technical Issue,Refund request,Pending Customer Response,High,Phone,01-06-2023 17:50,,-1,3,,Other Global,0,0,1747,
4371,David Moreno,38,Male,Google Pixel,01-05-2020,Cancellation Request,Product recommendation,Pending Customer Response,High,Chat,01-06-2023 22:03,,-1,3,,Other Global,0,0,1695,
4372,Ethan Spencer,57,Other,Sony Xperia,24-07-2020,Billing Inquiry,Product compatibility,Open,High,Email,,,-1,3,,Other Global,0,0,1634,
4373,Charles Manning,43,Other,LG Smart TV,23-11-2020,Cancellation Request,Display issue,Pending Customer Response,Low,Social media,01-06-2023 08:41,,-1,1,,Europe,54.52,15.25,1695,
4374,Erin Bauer MD,35,Male,Nikon D,27-04-2020,Refund Request,Product setup,Pending Customer Response,Medium,Phone,01-06-2023 15:13,,-1,2,,Other Global,0,0,1752,
4375,Antonio White,40,Female,Bose SoundLink Speaker,10-10-2021,Billing Inquiry,Network problem,Closed,Critical,Social media,01-06-2023 09:20,01-06-2023 15:25,599,4,6.083333333333333,Other Global,0,0,1634,7.41
4376,Hannah Mccullough,50,Female,HP Pavilion,12-03-2020,Technical Issue,Refund request,Pending Customer Response,Critical,Email,01-06-2023 23:15,,-1,4,,Other Global,0,0,1747,
4377,Michael Arnold,18,Male,Asus ROG,04-09-2020,Product Inquiry,Product compatibility,Open,Low,Phone,,,-1,1,,Other Global,0,0,1641,
4378,Olivia Riggs,63,Male,Autodesk AutoCAD,05-05-2020,Product Inquiry,Delivery problem,Closed,Critical,Phone,01-06-2023 20:12,31-05-2023 23:55,1121,4,20.28333333333333,Middle East,23.88,45.07,1641,1.36
4379,Cathy Rodriguez,46,Male,Lenovo ThinkPad,06-08-2020,Billing Inquiry,Product compatibility,Closed,Critical,Chat,01-06-2023 00:52,01-06-2023 22:27,1029,4,21.58333333333333,Other Global,0,0,1634,0.8
4380,Barbara Gregory,24,Female,Sony 4K HDR TV,04-05-2020,Billing Inquiry,Refund request,Closed,Critical,Email,01-06-2023 04:48,01-06-2023 02:29,1123,4,2.316666666666667,Other Global,0,0,1634,9.01
4381,Anne Richards,59,Male,Microsoft Surface,07-05-2020,Refund Request,Data loss,Pending Customer Response,High,Email,01-06-2023 00:58,,-1,3,,Other Global,0,0,1752,
4382,Jennifer Clark,57,Female,iPhone,24-11-2020,Billing Inquiry,Installation support,Pending Customer Response,Medium,Chat,31-05-2023 23:59,,-1,2,,Asia-Pacific,1.35,103.81,1634,
4383,Jennifer Hunt,28,Female,Nintendo Switch Pro Controller,29-03-2020,Billing Inquiry,Product setup,Closed,Critical,Email,01-06-2023 11:04,01-06-2023 14:56,1159,4,3.8666666666666663,Other Global,0,0,1634,8.35
4384,Teresa Medina,49,Other,Sony 4K HDR TV,25-10-2020,Billing Inquiry,Network problem,Closed,Critical,Phone,01-06-2023 17:57,01-06-2023 20:35,949,4,2.6333333333333333,Other Global,0,0,1634,8.88
4385,Robert Leblanc,61,Female,Fitbit Charge,01-06-2020,Refund Request,Cancellation request,Pending Customer Response,High,Phone,01-06-2023 19:12,,-1,3,,Other Global,0,0,1752,
4386,Cassandra Warren,67,Other,Dyson Vacuum Cleaner,09-10-2020,Billing Inquiry,Refund request,Closed,Medium,Email,01-06-2023 15:52,01-06-2023 15:59,965,2,0.1166666666666666,Other Global,0,0,1634,9.95
4387,Rick Stephens,24,Male,Nintendo Switch,23-06-2021,Billing Inquiry,Battery life,Pending Customer Response,Low,Chat,01-06-2023 16:24,,-1,1,,Other Global,0,0,1634,
